Page,Encrypt,ObjStm,JS,JavaScript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors_gt_224,obj,stream,xref,trailer,startxref,filesize_kb,label_numeric,label,dummy_0,dummy_1,dummy_2
0,0,2,0,0,0,0,0,0,0,0,0,0,0,44,26,0,0,1,336.3303097792476,1,malicious,-0.396134369359661,1.5751334977514095,-1.366165120275558
0,0,6,0,0,0,0,1,0,0,0,1,1,0,16,14,0,0,1,287.9423828125,1,malicious,0.9742767110785895,-0.24317732844554554,1.3521835823222865
2,0,1,1,1,1,1,1,0,0,1,0,0,0,78,29,3,2,3,560.4755041376459,1,malicious,-1.466155505308319,-1.0051036518439775,1.329152482894103
1,0,0,0,0,0,1,0,0,0,0,0,0,0,21,4,1,1,1,21.93589886811289,1,malicious,0.13139035293903137,-1.6727918491499552,-2.958570342056095
1,0,0,1,1,0,1,0,0,0,0,0,0,0,6,7,2,2,2,5.186392754384147,1,malicious,-1.0693944202613106,-0.5147701184403597,-1.5362054093332411
0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,2,-1,0,0,522.0068359375,1,malicious,0.47966785329239836,-0.509950209411825,-0.2680238119794126
20,1,0,1,1,0,1,1,0,1,0,1,1,0,87,25,1,1,2,449.6571161432014,1,malicious,-1.6723032461082497,0.07446421149889088,-0.07142457868112839
13,0,0,1,1,0,1,0,0,0,0,0,0,0,21,2,0,1,3,126.61755235312138,1,malicious,1.2366147484518495,1.6951527433051405,-0.4691316523642285
2,1,0,1,1,1,1,0,0,0,1,0,0,0,100,23,3,3,3,355.3938333778624,1,malicious,-0.3371901369050198,-0.894753682723409,-0.6118878516559129
11,0,1,1,1,1,1,0,0,0,0,0,0,0,123,37,46,48,29,76.59398623979763,1,malicious,-0.46873124966775664,0.11554881815893016,1.1307727628954551
0,0,0,1,1,0,1,0,0,0,0,0,0,0,7,3,0,1,1,5.2403052971275415,1,malicious,-1.1036330283825628,-0.262234592526154,-2.074179396145599
1,0,0,0,0,0,1,0,0,1,0,0,0,0,9,0,1,1,1,28.19995147849974,1,malicious,-0.10400960800363708,1.3459217754175274,-0.18113674850219785
1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,1,1,1.3489949774837477,1,malicious,-0.5770450600440682,0.23050036289333437,-1.2951499104512465
4,0,0,1,1,0,1,0,0,0,0,0,0,0,30,12,4,4,5,673.0635699095386,1,malicious,0.46723471839691516,1.2033392023739429,0.9907424124278092
7,1,0,1,1,0,1,1,0,1,0,1,1,0,127,38,2,1,1,234.45457789179105,1,malicious,1.1513255842308352,-1.000219132101615,-0.6284637894388068
0,0,2,0,0,0,0,1,0,0,0,1,1,0,27,10,0,0,1,41.40031583001119,1,malicious,0.8102119243215469,1.8951251407884648,-1.1318943855669847
1,0,4,1,0,0,0,0,0,0,0,0,0,0,14,10,0,0,1,0.0,1,malicious,-2.4433760187788627,-0.6508731620651206,2.0777221869392215
6,0,0,1,1,0,1,1,0,0,0,0,0,0,20,38,0,1,1,3.044331698389179,1,malicious,0.5022435258006633,1.792391526316623,0.547456678587154
0,0,2,1,1,0,1,0,0,0,0,0,0,0,44,28,0,0,1,24.982895781586308,1,malicious,0.3840889664333794,-2.7330708563381694,0.8782925572879293
20,0,0,0,0,0,1,0,0,0,0,1,1,0,4,1,9,1,4,522.0068359375,1,malicious,-1.740614499028943,0.982284038590034,-0.4171736585869623
4,0,1,0,0,0,0,0,0,0,0,0,0,0,50,7,2,2,2,162.2368732438754,1,malicious,0.790007894457385,1.1167043904434726,-0.9134849281203744
3,0,0,1,1,0,1,0,0,0,0,0,0,0,24,3,2,1,2,303.85043896064826,1,malicious,1.1023991860008124,0.5425272960870353,0.5292966066240706
0,0,0,1,1,0,1,0,0,0,0,0,0,0,7,2,0,1,1,17.562442355723903,1,malicious,-1.4864527500914695,0.7061998281653318,0.028615040428016766
1,0,0,1,1,0,1,0,0,0,0,1,0,0,10,2,0,0,0,603.1396484375,1,malicious,-1.4592619309724004,-1.3653402650357918,-1.7783383243222681
2,0,0,1,0,1,0,1,0,0,0,0,1,0,21,6,2,2,2,6.579007600418007,1,malicious,0.751484074019634,0.6244565346787524,0.8912568712287035
1,0,3,0,0,0,0,0,0,0,0,0,0,0,55,7,0,0,2,95.21576602629634,1,malicious,0.7864355650956911,-1.1102383596265144,-0.40711696107893897
2,0,2,1,1,1,1,1,0,0,0,0,0,0,61,30,0,0,3,516.0121443331383,1,malicious,0.3799601561066173,-0.5379759993542805,-0.8978984003499056
16,1,0,1,1,0,1,1,0,1,0,1,1,0,98,33,1,1,2,144.6055625071019,1,malicious,1.098460947596994,0.27718008432793667,0.022123884664355133
1,0,0,0,1,0,1,0,0,0,0,0,0,0,20,1,1,1,1,14.695953658900354,1,malicious,-0.9136695651140957,0.21385633424315942,0.5182368694896382
1,0,4,0,0,0,0,1,0,0,0,0,0,0,12,13,0,0,0,121.34198727585033,1,malicious,-1.5809467638631474,0.4038177238988171,-0.05366624871247494
3,0,1,1,1,1,1,0,0,0,1,0,0,0,88,38,3,3,3,259.7475786702111,1,malicious,0.4329680413655793,0.08039789170651632,1.688904627427386
1,0,0,1,1,0,1,1,0,0,0,0,0,0,16,2,0,2,1,8.146396253499226,1,malicious,1.679646050564548,0.20350204615516898,-0.178233816016396
2,0,1,1,1,1,1,0,0,0,0,0,0,0,90,32,3,3,3,162.59052947264252,1,malicious,-0.9198411311914034,0.48477723372791276,-1.2845228247694738
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,1,1,1,11.102029444074642,1,malicious,-1.7410233399746824,0.47386745746202236,-0.10387363455386586
1,0,0,1,1,0,1,0,0,0,0,0,0,0,14,6,1,1,1,12.116997211549705,1,malicious,0.046141048909372664,-0.032135409287848346,-1.6984939592419315
1,0,0,1,1,0,1,0,0,0,0,0,0,0,7,0,1,0,1,9.581425097923088,1,malicious,0.9740355835090542,-0.07185776005881768,0.7753589267367132
1,0,0,1,1,0,1,0,0,0,0,0,0,0,12,6,1,1,1,7.319904335963217,1,malicious,0.2207570945677068,-1.079038511689219,-1.0930281801215125
1,0,6,0,0,0,0,1,0,0,0,0,0,0,95,38,-1,26,20,133.93256757185347,1,malicious,0.9446833437954156,0.3384643445231693,0.0512654002414024
11,1,0,1,1,0,1,1,0,1,0,1,1,0,105,29,1,0,2,399.319181576196,1,malicious,0.488205051310792,2.051878157132899,-0.02319024428815621
0,0,0,0,0,0,0,0,0,0,0,1,0,0,75,26,0,1,1,312.19363826141876,1,malicious,0.047170538886372924,0.43947350207117203,-1.2137990638175804
1,0,3,0,0,0,0,1,0,0,0,0,0,0,12,6,0,0,2,16.682678818479136,1,malicious,-0.11120194714103047,0.10888281256731086,0.8463723947867042
7,1,0,1,1,0,1,1,0,1,0,1,1,0,98,27,1,1,2,280.1422256804938,1,malicious,-0.8046146923364907,-2.17958021498781,-1.0969843579573053
1,1,5,0,0,0,0,1,0,0,0,0,0,0,34,31,0,1,2,28.0181724711297,1,malicious,0.30933976691063486,-0.5042273517899961,0.9594434932055169
14,1,0,1,1,0,1,1,0,1,0,1,1,0,87,30,2,1,2,104.25662398056727,1,malicious,-0.4599060177772779,0.7887163074119251,-0.4249319432180874
0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,6,0,1,1,6.201341792428371,1,malicious,-1.763954721280802,0.14835218301167108,0.43653384379274807
4,0,0,0,1,0,1,0,0,0,0,0,0,0,22,3,1,1,1,13.213590510679856,1,malicious,1.2548576771016644,0.5007098670767434,-0.7421309566455421
8,1,0,1,1,0,1,1,0,1,0,1,1,0,73,33,1,1,2,113.2221389088243,1,malicious,-1.0366802990781767,0.43261171034087925,-0.6203151582286697
18,0,0,0,0,1,1,0,0,0,0,1,1,0,19,0,9,15,6,39.376158810700815,1,malicious,-0.3057683127042351,0.3206368025961485,-0.0283423037704856
12,1,0,1,1,0,1,1,0,1,0,1,1,0,109,33,1,1,2,735.4580078125,1,malicious,0.8732306824506517,-0.19224883031291817,-0.5093048742981535
0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,2,52.91466061475013,1,malicious,-0.7685517431049878,0.6085275724584727,-0.028999943069298637
5,0,2,1,1,0,1,0,0,0,0,0,0,0,85,30,13,27,9,24.88854298190573,1,malicious,0.3624573122915756,-1.0662938920287202,2.0721232073952063
1,0,0,1,1,0,1,0,0,0,0,0,0,0,15,5,1,1,1,14.460690120934572,0,benign,0.34277039277334814,-1.2063979905078954,-0.08783886510523929
0,0,6,0,0,0,0,1,0,0,0,0,0,0,120,30,0,1,9,132.04532156867938,1,malicious,-1.4818113665624408,-0.18332389506527652,0.572673783244077
1,0,1,0,0,0,0,0,0,0,0,0,0,0,40,8,3,2,2,268.62276585159475,1,malicious,-2.1080034516264914,1.3235541866308966,0.08218917797347458
1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,1,2,1,20.61996350591472,1,malicious,-0.9551219587510966,0.009996120294180759,-0.9857990371852765
3,0,0,0,0,0,1,0,0,0,0,0,0,0,44,6,2,2,2,190.75521126775746,0,benign,0.689888798424621,-0.7555926839522673,-2.2092582302309816
2,0,2,0,0,0,1,0,0,0,0,0,0,0,22,7,3,2,2,37.18394957928065,1,malicious,0.573286949533889,-0.045897338445827045,1.0502633297659731
11,1,1,1,1,0,1,1,0,1,0,1,1,0,116,39,1,1,2,390.2869095882603,1,malicious,-1.8945852866420394,-1.8655973208950605,0.47072998728068566
6,0,0,1,1,0,1,0,0,0,0,0,0,0,24,3,1,1,1,66.49467160435115,1,malicious,1.604355003888676,-0.21849717585327091,-0.36166329388583934
23,0,2,1,1,0,1,0,0,0,0,0,0,0,118,28,30,32,9,238.7433147880397,1,malicious,2.449984203497873,-0.7803823525685828,-0.985127595280646
0,0,2,0,0,0,0,1,0,0,0,1,1,0,29,9,0,0,1,52.91015625,1,malicious,0.7366535310094796,-2.160903179908403,-0.617410919844735
4,0,0,1,1,0,1,0,0,0,0,0,0,0,27,2,1,1,1,47.7324750796858,1,malicious,0.6290782524517151,-1.5901957011898291,1.1303333633402552
1,0,0,0,1,0,1,0,0,0,0,0,0,0,11,2,1,1,1,0.0,1,malicious,-2.1094832818661393,0.2675950544882522,0.6661879801648137
4,0,1,1,1,0,1,0,0,0,0,0,0,0,25,31,2,2,2,260.2884867514977,1,malicious,0.9146996558084306,-0.29397354410501486,-3.0260787084928147
1,0,0,0,1,0,1,0,0,0,0,1,0,0,8,1,1,1,1,102.9482421875,1,malicious,0.665233109055894,2.110601976258258,1.1202741276524302
1,0,0,1,1,0,1,0,0,0,0,0,0,0,13,6,1,0,1,5.906996752818356,1,malicious,0.4278180791820673,0.7154751086220696,-0.6394951837282774
1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,8,2,2,2,240.44129719433664,1,malicious,-0.3413361104265056,-0.23693006257303098,1.159659009571155
2,0,0,1,1,1,1,1,0,0,0,0,1,0,15,5,0,1,1,5.307113737009904,1,malicious,0.13370221074078636,-1.2067270524557892,-1.129319991445348
1,0,0,1,1,0,1,0,0,0,0,0,0,0,9,2,1,1,0,11.739632965438531,1,malicious,-0.12633160087684833,-0.31227590695533136,0.9421653696731467
1,0,0,1,1,0,1,1,0,0,0,0,0,0,15,2,1,1,1,10.2952243679448,1,malicious,0.8742792221973846,1.828018327110756,-0.31112949758675745
5,0,0,1,1,1,1,0,0,0,1,0,0,0,87,29,2,3,3,924.4688544670469,1,malicious,0.9923574918723872,0.057421311908481064,-0.916462356865302
7,0,1,0,0,1,1,1,0,0,0,1,1,0,15,1,9,13,8,17.92578125,1,malicious,-0.12817583834841878,-0.5917682878542687,-0.46896707047550346
2,0,0,0,0,0,0,1,0,0,0,1,1,0,17,25,1,0,8,77.58505851316151,1,malicious,0.3589427228991712,-0.003464118562522407,0.1662274222280798
37,0,0,1,1,1,1,0,0,0,1,0,0,0,102,33,3,4,3,91.36845745983837,1,malicious,0.33598351130893717,-0.7736650231320761,-0.02573230634471202
1,0,0,1,1,0,1,0,0,0,0,0,0,0,8,3,1,1,1,68.62205275737996,1,malicious,-0.007786865787917694,0.5629735972162063,-0.3509695519427178
3,0,1,1,1,0,1,0,0,0,0,0,0,0,26,7,2,2,2,31.77181155291609,1,malicious,-0.6403068161061931,-0.2527726706646323,0.48214649395245107
41,0,0,0,0,1,1,1,0,0,0,1,1,0,13,1,9,18,6,522.0068359375,1,malicious,0.416315709159241,1.4860040916399893,0.6809827058562968
2,0,0,1,1,0,1,0,0,0,0,0,0,0,21,2,1,1,1,5.462608657073347,1,malicious,0.5554216644603571,-0.4459338491640761,-0.06505966490966955
2,0,0,1,0,0,0,0,0,0,0,0,0,0,23,11,2,2,2,122.95038337688527,1,malicious,-0.03278342854181568,-0.8917887977881088,1.1964763253939465
6,0,0,1,1,0,1,0,0,0,0,0,0,0,21,10,1,1,1,22.072853779221653,1,malicious,0.29027868952180386,-1.55414964894704,1.6286984098491784
3,0,0,1,1,0,1,0,0,0,0,0,0,0,24,7,1,1,1,14.449773329507014,1,malicious,-0.3750520626043079,2.4459940784490617,-0.6945487539670928
1,0,4,0,0,0,0,0,0,0,0,0,0,0,35,12,0,0,2,181.24174473650098,1,malicious,-0.11983569885016056,-0.8942465756987666,0.03704764664074226
1,0,0,1,1,0,1,1,0,0,0,0,0,0,17,1,1,1,1,13.695359557452525,1,malicious,-0.02236807604431001,-0.12819607413343467,-0.5348721917563414
5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,1,1,1,204.3852979843923,1,malicious,-1.1007402502830583,-1.4527433897893842,-0.4946549341186861
1,0,0,0,1,0,1,0,0,0,0,0,0,0,7,2,1,1,1,1.3616483767749976,1,malicious,-0.5438262506325493,-0.551590196494252,0.5331065618127189
1,0,0,1,1,0,1,0,0,0,0,0,0,0,22,8,1,1,1,5.628393457004575,1,malicious,1.63055859418959,-1.8446256249753679,-0.08905422352037262
4,0,0,1,1,0,1,0,0,0,0,0,0,0,23,21,4,4,4,365.88323756483777,1,malicious,1.0187535583473684,-1.398899485762011,-0.38328748087627285
5,1,0,1,1,0,1,1,0,1,0,1,1,0,92,25,1,1,2,264.1341716008008,1,malicious,0.05653041557677234,1.9081795019457675,-0.29973098131950887
1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,5,2,2,2,99.86196504566996,1,malicious,-0.008525231166705834,-0.18459412376167714,0.6559720096258462
4,0,0,0,0,0,1,0,0,0,0,0,0,0,50,10,6,17,7,139.72326368949416,1,malicious,-1.0199199272420139,-0.6601519452919352,-1.1496625090545618
0,0,2,0,0,0,0,0,0,0,0,0,0,0,94,22,0,0,1,479.7513690214219,1,malicious,-1.0367599124707558,1.0589570313575989,-0.58375746012971
1,1,0,1,1,0,1,1,0,0,0,0,0,0,18,1,0,0,0,2.015501877409797,1,malicious,-3.0458381699163035,-1.2095932133393892,0.2648942216462574
1,0,0,1,1,0,1,0,0,0,0,0,0,0,8,1,1,1,1,6.013550182858589,1,malicious,-1.1987976624292658,1.1036358370611725,0.7902745229352326
1,0,0,1,1,0,1,0,0,0,0,0,0,0,13,2,2,1,1,0.0,0,benign,1.0325332865292969,0.6349015166305259,-0.18803087838614602
1,0,0,1,1,0,1,0,0,0,0,0,0,0,17,2,1,1,1,12.468471692029944,1,malicious,-1.9730828922419255,0.9765812859326286,-0.3445063059620574
9,0,0,0,0,0,1,0,0,0,0,1,1,0,14,0,9,15,7,52.5927734375,1,malicious,-0.560591113877569,0.14537469175967463,2.528160924318924
2,0,6,0,0,0,0,1,0,0,0,0,0,0,80,32,0,0,29,224.3362196878856,1,malicious,-0.12797600600140535,-1.5437496325102171,-0.10734506887699927
8,1,0,1,1,0,1,1,0,1,0,1,1,0,19,34,0,1,2,361.31807161162976,1,malicious,0.2886981075845068,-0.623465845424091,-1.115105667467255
30,0,6,1,1,1,1,0,0,0,1,0,0,0,96,32,3,3,4,294.0893124076735,1,malicious,-0.7380521204538781,-0.5788776974308966,0.3979801861469305
4,0,0,1,1,0,1,0,0,0,0,0,0,0,21,3,1,1,1,13.584913123236605,0,benign,-0.5729762374742063,0.9699666424227567,-0.17454915753313033
2,0,1,1,1,1,1,0,0,0,0,0,0,0,78,32,3,3,3,246.06513302860395,1,malicious,-1.5570064912891468,-0.175072961279496,-1.5967568630110716
2,0,0,1,1,1,1,1,0,0,0,0,1,0,120,7,1,1,1,54.673480728362044,1,malicious,-0.620894479233915,0.21074934066612225,-0.7646470540943967
1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,2,1,1,1,12.352261709938524,0,benign,-1.3170289143411527,0.0648617772341501,1.5140869025882329
1,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,1,1,1,9.109244432668945,1,malicious,-0.17923090182355636,0.5622076939914745,0.899748459015429
1,0,0,1,0,1,0,1,0,0,0,0,1,0,17,5,1,1,1,3.924145076253862,0,benign,0.062444180088202385,-0.7361416581273789,0.33368342905694465
1,0,1,0,0,0,0,0,0,0,0,0,0,0,22,5,2,2,2,85.17407691398768,1,malicious,0.23359536510639914,-0.7352696063284537,0.42082062349211047
12,1,0,1,1,0,1,1,0,1,0,1,1,0,102,30,1,1,2,333.7435731510442,1,malicious,1.2987698266225982,-1.3200436874040102,-0.7265925241263307
2,0,0,1,1,0,1,0,0,0,0,0,0,0,12,7,1,1,2,0.0,1,malicious,1.235672640779006,-1.8479581950053379,0.6001247239509929
1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,3,1,1,1,491.2109375,1,malicious,0.8738378210427054,-0.012608620136546485,-0.8016779896466912
1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,1,0,1,0.0,1,malicious,-0.6764903458017157,-1.0570037705674902,-0.6269829679690555
0,0,0,1,1,0,1,0,0,0,0,0,0,0,7,2,0,1,1,9.050060374124794,1,malicious,-0.8442670254647044,1.1251219033611843,0.9137770624726194
0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,2,0,1,1,3.0055051471605845,1,malicious,-0.724742775278304,-0.7186938967135192,-0.4761103654942844
0,0,0,1,1,0,1,0,0,0,0,0,0,0,18,3,1,0,0,5.528083044853684,1,malicious,2.6320126459177686,0.04125077401362735,2.5131865907704474
2,0,0,1,0,0,0,1,0,0,0,0,1,0,17,6,2,1,1,0.0,1,malicious,0.164043027367907,0.6925099199288403,-0.18967443178667076
1,0,0,1,1,0,1,1,0,0,0,0,0,0,16,2,0,1,1,6.1862725971896975,0,benign,0.9211481168703113,1.215693332886212,-0.24157211921199326
0,0,0,1,1,0,1,0,0,0,0,0,0,0,14,3,0,1,1,15.10462527591714,1,malicious,0.4754526138976676,1.3308248796304578,1.8199483534793515
11,1,0,1,1,0,1,1,0,1,0,1,1,0,111,25,1,1,2,274.4089534230848,1,malicious,-0.3387058187844848,1.6745496903984138,-0.42198707031293553
1,0,0,1,1,1,1,1,0,0,0,0,1,0,15,6,1,1,1,242.45238279115273,1,malicious,1.078378859000997,0.7026206305492131,-0.8613155780637115
2,0,0,1,1,0,1,0,0,0,0,0,0,0,6,3,0,1,0,9.081784249891294,1,malicious,-1.0401516179230106,0.6642185853095417,2.0778286621959667
3,0,1,0,0,0,0,0,0,0,0,0,0,0,90,5,1,1,1,14.058985626838847,0,benign,-0.81440037350614,0.3588316118184741,1.3228980751674835
4,1,0,1,1,0,1,1,0,1,0,1,1,0,90,27,1,1,2,115.62214869359437,1,malicious,-0.8481905331174195,0.06785712118519537,0.7499135435141413
1,0,0,1,1,0,1,0,0,0,0,0,0,0,10,0,1,1,1,25.54184552791021,1,malicious,0.9719042437278456,1.7806568659073072,-0.8158674331399363
0,0,6,0,0,0,0,1,0,0,0,0,0,0,98,24,0,22,30,61.10656872309755,1,malicious,1.1941206514800602,0.19028220480076488,-0.21846604278722154
31,0,0,1,1,1,1,0,0,0,1,0,0,0,100,31,3,4,3,681.5087480776103,1,malicious,-0.19261679971995732,-1.9458816506243746,-0.4210714269455454
3,0,0,1,1,0,1,0,0,0,0,0,0,0,21,2,1,1,1,35.38391169742127,1,malicious,-1.0588014871929385,0.2294699329167608,0.2999587047104407
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,1,1,31.33527628131335,1,malicious,-1.8551141791467254,0.152873879941205,0.5324737633976931
4,0,0,0,0,0,1,0,0,0,0,0,0,0,21,4,1,2,1,37.50749979990492,1,malicious,-0.9431754463328801,0.41304173321135473,-0.5567448624153846
1,0,0,1,1,0,1,0,0,0,0,0,0,0,26,2,1,1,1,0.0,1,malicious,-0.9692340752109689,0.22650656808691072,-0.8720462588111938
2,0,0,0,1,0,1,0,0,0,0,0,0,0,21,9,1,1,2,12.790979924622658,0,benign,-0.20279940500009674,1.3785893196186743,-1.1123242996422278
8,1,0,1,1,0,1,1,0,1,0,1,1,0,82,30,1,1,2,603.1396484375,1,malicious,0.9371097222696404,0.6637764536348176,-0.5250729649548812
7,1,0,1,1,0,1,1,0,1,0,1,1,0,93,32,2,1,2,412.4189453125,0,benign,-0.20243316332164973,-0.20909555371229857,-0.14688727087050907
3,0,0,1,1,0,1,0,0,0,0,0,0,0,27,7,2,1,1,53.8203090895173,1,malicious,-1.2624436154715624,0.748792318897657,0.9724441148458673
0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,20,1,2,2,264.95785170024345,1,malicious,-1.2583848004469138,-1.009352207970207,-0.026224694065815117
18,0,0,1,1,1,1,0,0,0,1,0,0,0,96,27,4,4,3,201.87359974740824,1,malicious,0.3735729417060436,-1.0036431395356,0.12446707248195035
1,0,0,1,1,0,1,0,0,0,0,0,0,0,8,4,2,1,1,2.452720699981232,1,malicious,0.3203166120515569,1.372396892916552,-0.8171651541770417
2,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,8.638322958740831,1,malicious,0.8644580441994877,-0.3680455408358026,0.30339002690042105
1,0,0,1,1,0,1,0,0,0,0,0,0,0,14,3,1,1,1,12.619510641528462,1,malicious,-0.36673784509805674,-1.0936089662179485,0.5163195948311103
1,0,1,1,1,0,1,0,0,0,0,0,0,0,34,3,1,1,1,31.198924962397964,1,malicious,-0.3809760139423519,-0.4834882786707629,0.5492362831076496
11,1,0,1,1,0,1,1,0,1,0,1,1,0,98,30,1,1,2,228.52373737834776,1,malicious,1.0191572117592962,1.122498371045942,-0.792334539821788
1,0,0,1,1,0,1,0,0,0,0,0,0,0,24,3,1,1,1,5.3404376841401335,1,malicious,1.9033314357303281,2.034430245301398,0.17242432317089354
1,0,0,1,1,0,1,0,0,0,0,0,0,0,11,4,1,1,1,0.0,1,malicious,0.9787933311467415,-0.1610429877438577,0.49026634520354573
4,0,0,1,1,0,1,0,0,0,0,0,0,0,26,8,1,1,1,9.756615419199022,1,malicious,0.07220524474792815,0.3615532878249612,-0.6514735948757423
5,1,0,1,1,0,1,1,0,1,0,1,1,0,102,35,1,1,2,227.5067144172394,1,malicious,-1.5910319887871192,-1.4676902626745327,0.24279605613612829
11,0,0,1,1,0,1,0,0,0,0,0,0,0,12,2,1,1,1,6.871825981484951,1,malicious,0.41572054260063673,0.4236635990890809,-1.530878963760644
0,0,0,1,1,0,1,0,0,0,0,0,0,0,7,1,0,1,0,0.3597597776967352,1,malicious,0.21238179798136592,0.15235394131095745,-0.42168580084343965
1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,1,1,1,62.00026026912481,1,malicious,-1.1094548135211961,1.3061251346110678,-0.9341520737002349
3,1,5,1,1,1,1,0,0,0,1,0,0,0,118,37,2,3,2,180.93637511825992,1,malicious,-0.4256640006017449,0.10557198024110939,-0.8448970545239707
2,0,1,1,1,1,1,1,0,0,0,0,0,0,104,46,3,3,3,254.702240058043,1,malicious,0.9324665467650771,-0.2474592872151927,0.7450187806781846
1,0,0,1,1,0,1,0,0,0,0,0,0,0,5,2,2,2,0,17.047588604311883,1,malicious,-1.0278579025081025,-0.6573470093687689,1.6340953291250455
1,0,0,1,1,0,1,0,0,0,0,0,0,0,10,3,0,1,0,1.6016923569818293,1,malicious,0.2713795700522011,0.6340503928861656,-0.4366489734187079
0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,29,2,2,2,36.25569912065628,1,malicious,-1.5874401456118663,2.1321735282858447,-0.9703235003815945
3,0,5,1,1,1,1,0,0,0,1,0,0,0,79,28,3,3,3,507.88794874254694,1,malicious,-0.4975880606214069,-0.7292956732292956,-0.7112183292772085
1,0,1,1,1,0,1,1,0,0,0,0,0,0,14,1,2,1,1,26.484460226637065,1,malicious,0.3610528762822164,-0.40896451974403736,0.9555375892381508
1,0,1,0,0,0,0,1,0,0,0,0,0,0,16,13,2,0,2,26.770109979149595,1,malicious,1.2496171694616671,-2.1129607168561697,0.5700524111632785
1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6,1,1,1,8.867169151037318,1,malicious,-1.8756022736766333,0.10429083000802852,1.0107863744490009
3,0,0,1,1,0,1,0,0,0,0,0,0,0,27,10,2,3,2,217.2281973279866,1,malicious,-1.0621853339987806,0.27429506130331105,-0.09684493040503749
15,1,0,1,1,0,1,1,0,1,0,1,1,0,107,35,1,1,2,603.1962890625,1,malicious,-1.1452606189993209,2.009275107175375,0.7910529573708517
1,0,0,0,1,0,1,0,0,0,0,0,0,0,6,5,1,1,1,4.678811494152449,1,malicious,-0.9592969108195036,0.649248309028646,-0.7191415818576609
1,0,0,1,1,0,1,0,0,0,0,0,0,0,22,5,1,1,1,166.6437160929558,1,malicious,-0.9181658378553114,-0.5618447712861971,0.869742447435883
41,0,1,0,1,1,1,0,0,0,0,0,0,0,104,32,3,3,3,734.4176900688968,1,malicious,-0.1718147080676381,1.9885476566823164,0.6784809700632062
14,1,0,1,1,0,1,1,0,1,0,1,1,0,89,30,1,1,2,239.3646334129955,1,malicious,-0.5624911998923808,-0.4227866841876824,-0.8630525847355249
1,0,0,0,0,0,0,0,0,1,0,1,0,0,78,6,1,0,1,72.05207935594267,1,malicious,-0.1104227165038696,0.44490574571063235,-0.494620566017472
1,0,0,0,0,0,1,0,0,0,0,0,0,0,107,7,5,17,9,47.49696792541843,1,malicious,-0.7605497138614312,-2.006918074431075,-0.27900403500982046
2,0,0,0,0,0,1,0,0,0,0,0,0,0,86,5,1,1,1,46.22884481683707,1,malicious,1.7854989207566987,0.24850388547149183,0.6017277789906526
7,0,0,0,0,1,1,1,0,1,0,1,1,0,13,1,9,16,6,53.1748046875,1,malicious,1.1098318608340907,0.2587209358521128,-0.0746421369001005
25,0,0,1,1,1,1,0,0,0,1,0,0,0,91,30,3,4,3,168.337842804071,0,benign,-0.0014439743536173587,-0.9532436201581912,-0.1876942993379923
0,0,3,1,1,0,1,1,0,0,0,1,1,0,20,10,0,0,1,51.10892542320272,0,benign,-0.7694546062768332,-1.538524404515796,-1.216035434451457
11,1,0,1,1,1,1,1,0,1,0,1,1,0,110,34,1,1,2,228.24384232045185,1,malicious,-0.6111764175693268,0.7219862216413988,0.518247880019878
1,0,1,0,0,0,0,0,0,0,0,0,0,0,26,10,2,2,2,245.2785423520627,1,malicious,-0.26236004725086215,1.291909606883584,-0.29769201225945824
0,0,0,1,1,0,1,0,0,0,0,0,0,0,13,2,1,1,1,4.777821511973113,0,benign,0.4320038702879596,-1.7842775142787013,-0.6078586000889996
0,0,2,0,0,0,0,0,0,0,0,0,0,0,52,19,0,0,1,50.31213463652964,1,malicious,-0.6193847725761805,-1.669844335859124,-0.8429386231109671
4,0,0,0,0,0,1,0,0,0,1,0,0,0,68,7,1,1,1,30.852804005148222,1,malicious,0.0032898849943258997,-1.946212791449053,0.1741126585877395
0,0,2,0,0,1,0,0,0,0,0,0,0,0,66,31,0,0,21,178.42712970599422,1,malicious,0.5392519692657892,0.43903659166545667,1.0514798472853724
