Page,Encrypt,ObjStm,JS,JavaScript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,obj,stream,xref,trailer,startxref,filesize_kb,Colors_gt_224
39,0,0,0,0,1,2,3,0,0,0,1,1,51,5,9,15,6,57.52648360289227,0
1,0,3,0,0,0,0,1,0,0,0,0,0,34,38,0,0,1,86.12035642464024,0
2,0,0,2,4,0,0,0,0,0,0,0,0,22,5,1,1,1,26.55594013521068,0
1,0,0,1,2,0,0,0,0,0,0,0,0,16,2,1,1,1,55.06882217947137,0
1,0,0,1,2,0,0,0,0,0,0,0,0,58,0,0,1,0,61.18530287275074,0
1,0,0,1,2,0,1,0,0,0,0,0,0,37,0,0,0,1,15.981884764990642,0
5,0,1,1,1,1,1,0,0,0,1,0,0,103,159,4,3,3,2601.7042375356773,0
1,0,0,1,2,0,1,0,0,0,0,0,0,15,0,1,1,1,24.53839145713696,0
33,0,0,1,1,1,1,0,0,0,1,0,0,98,206,3,4,4,100.14436053693177,0
0,0,0,3,1,0,1,0,0,0,0,0,0,36,3,1,1,1,2.906122117758155,0
1,0,2,0,0,0,0,1,0,0,0,0,0,44,21,0,0,1,309.44704611699984,0
21,0,2,13,0,10,0,0,0,0,0,0,0,92,24,0,22,12,155.66624528371517,0
35,0,0,0,0,3,2,0,0,0,0,1,0,53,6,10,4,6,62.38674027496742,0
1,1,0,4,5,0,0,1,0,1,0,9,1,71,33,1,1,2,629.8265869705883,0
0,0,0,1,2,0,1,0,0,0,0,0,0,12,2,0,1,1,9.261290896724645,0
4,0,0,3,4,0,0,0,0,0,0,0,0,54,6,1,1,1,3.192690018546813,0
5,0,1,0,6,0,0,0,0,0,0,0,0,30,6,31,0,1,264.67013116948124,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,0,1,38.12988539542563,0
2,0,4,13,0,0,0,0,0,0,0,0,0,183,37,0,0,1,188.14524203687608,0
1,0,8,0,0,0,0,1,0,0,0,0,0,352,35,22,7,1,428.4997625186071,0
0,0,2,5,0,0,0,1,0,0,0,0,0,321,56,0,0,1,498.2466175469948,0
1,0,1,0,0,0,0,1,0,0,0,0,0,54,21,0,2,2,561.7877438973808,0
0,0,0,0,2,0,0,0,0,0,0,0,0,17,4,1,1,1,20.290595569766207,0
1,0,0,0,0,0,1,0,0,0,0,0,0,60,4,1,1,1,25.804371422443392,0
1,0,0,1,2,0,0,0,0,0,0,0,0,41,6,1,1,0,37.15942820395348,0
1,0,0,2,3,0,1,1,0,0,0,0,1,37,3,1,1,1,44.93776280736341,0
1,1,0,4,5,0,1,1,0,1,0,1,1,62,26,1,1,2,69.61977749632996,0
4,0,0,0,0,0,1,0,0,0,0,0,0,53,8,1,1,2,33.186138479816854,0
1,0,0,1,4,0,0,0,0,0,0,0,0,18,0,1,1,1,0.28465983159140507,0
3,0,0,2,1,0,1,1,0,0,0,0,0,44,2,1,1,1,40.225960243343664,0
0,0,0,2,3,0,1,1,0,0,0,0,1,54,2,1,1,1,80.24231670698993,0
2,0,0,1,1,0,1,0,0,0,0,0,0,12,2,1,1,1,14.322103829951505,0
0,0,1,0,0,0,0,0,0,0,0,0,0,61,6,0,2,2,59.52913202387931,0
15,0,2,0,0,0,0,0,0,0,0,0,0,346,47,22,22,31,138.1965707844642,0
3,0,0,1,1,4,1,0,0,0,0,0,0,25,5,1,1,1,29.108296161543826,0
1,0,0,1,19,0,0,1,0,0,0,0,0,39,19,0,0,1,7.239132001884496,0
1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,1,0,2,111.94446541891192,0
23,1,0,4,5,0,0,0,0,1,0,9,1,95,43,1,1,2,607.7758769606847,0
2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.856844806413349,0
23,0,0,0,0,3,2,3,0,0,0,1,1,4,2,9,15,6,46.472537167815226,0
0,0,0,0,0,0,0,0,0,0,0,0,0,56,7,2,0,2,59.08872554691375,0
1,0,0,2,3,0,1,1,0,0,0,0,0,51,4,1,1,1,79.48459451720512,0
16,1,0,4,5,0,1,1,0,1,0,9,1,101,24,1,1,2,705.8041088293637,0
1,0,1,0,0,0,0,0,0,0,0,0,0,87,8,2,2,2,48.5381471424208,0
0,0,0,1,1,0,1,1,0,0,0,0,0,31,3,1,1,1,11.067391542413453,0
1,0,2,1,0,0,0,0,0,0,0,0,0,1,21,0,0,1,253.13452238502302,0
2,0,0,2,4,0,1,0,0,0,0,0,0,31,4,1,1,1,97.3572951064656,0
32,0,0,0,0,1,2,3,0,0,0,1,1,79,3,9,15,6,59.98101749099341,0
3,0,1,0,0,0,0,0,0,0,0,0,0,54,7,2,2,2,244.26851918103733,0
1,1,0,4,2,0,0,1,0,0,0,0,0,96,23,1,1,2,608.257537925309,0
0,0,0,1,2,0,0,0,0,0,0,0,0,24,3,0,1,0,14.209491635115052,0
0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,1,27.515647954426655,0
1,0,0,1,2,0,0,0,0,0,0,0,0,56,4,1,1,1,1.0423548113805907,0
18,1,0,4,5,0,0,0,0,1,0,9,1,74,25,1,1,2,767.3953163111094,0
2,1,0,4,5,0,0,1,0,1,0,0,1,85,32,1,1,2,43.26444421925781,0
3,0,0,1,2,0,1,0,0,0,0,0,0,47,2,1,1,1,21.07191171000549,0
7,1,0,4,5,0,0,1,0,1,0,9,1,84,9,1,1,2,650.971666202743,0
2,0,1,0,0,0,0,1,0,0,0,0,0,69,27,0,0,1,89.74562898217322,0
0,0,0,1,3,0,0,0,0,0,0,0,0,16,2,1,1,0,10.489348354637688,0
1,0,1,1,1,0,0,0,0,0,1,0,0,44,134,0,6,7,323.89367244752975,0
1,0,0,1,2,0,1,0,0,0,0,0,0,11,1,1,1,1,12.845193792666592,0
13,0,0,4,5,1,1,1,0,1,0,9,1,69,32,1,1,2,89.08153820128635,0
2,0,0,0,0,0,1,0,0,0,0,0,0,42,9,1,1,2,25.91903389044915,0
1,0,0,1,2,0,0,0,0,0,0,0,0,22,4,1,1,1,4.8525079138299905,0
16,0,2,19,19,10,0,0,1,0,0,0,0,319,33,22,7,12,123.53022834946083,0
2,0,0,1,0,0,0,0,0,0,0,0,0,37,2,0,0,0,28.359123352380074,0
1,0,4,1,2,0,0,0,0,0,0,0,0,2,57,0,22,1,257.0636040389952,0
0,0,0,1,1,0,1,1,0,0,0,0,0,10,1,1,1,1,9.569093995078195,0
2,0,0,1,1,0,1,2,0,0,0,0,0,82,7,3,0,3,50.1133270945817,0
1,0,0,2,1,0,1,0,0,0,0,0,0,27,6,1,1,2,56.71940610906813,0
0,0,0,1,1,0,1,0,0,0,0,1,0,27,3,1,1,1,16.917036533657313,0
24,0,7,19,6,0,0,0,0,0,0,0,0,162,102,1,7,3,210.5228722836539,0
3,0,0,0,1,0,0,0,0,0,0,0,0,52,1,0,1,1,31.563559277527343,0
2,0,6,0,0,0,1,0,0,0,0,0,0,32,6,0,0,1,36.75594569103234,0
2,0,0,1,2,0,0,0,0,0,0,0,0,30,2,1,1,1,14.691340812886185,0
1,0,0,1,2,0,1,1,0,0,0,0,0,37,0,1,1,1,56.53588375866897,0
1,1,0,4,5,0,0,1,0,1,0,9,1,71,35,1,1,2,104.14261585229387,0
5,0,0,2,3,0,0,1,0,0,0,0,0,40,0,1,1,1,27.31509123977503,0
2,0,0,1,1,1,1,0,0,0,0,0,0,35,146,4,1,15,70.31753973978587,0
2,0,1,1,1,1,1,0,0,0,0,0,0,431,148,3,3,4,297.3220738907258,0
2,0,2,0,0,4,0,0,0,0,0,1,0,75,27,18,5,7,327.4205540195709,0
1,0,0,1,0,0,0,1,0,0,0,0,0,16,15,0,1,1,77.01576631140955,0
0,0,0,0,0,0,0,0,0,0,0,0,0,43,7,2,2,2,34.11436666510025,0
1,0,1,0,0,0,0,0,0,0,0,1,0,21,8,2,2,2,54.59566595161232,0
1,0,0,1,2,0,1,0,0,0,0,0,0,2,2,0,1,1,25.388940093449513,0
3,0,1,0,1,1,2,5,0,0,0,0,0,98,161,4,4,4,115.15554914773378,0
2,0,1,0,0,0,0,0,0,0,0,0,0,80,12,2,2,2,318.29035073505395,0
5,0,0,1,6,1,1,0,0,0,0,0,0,48,89,5,10,4,81.83869449750553,0
2,0,0,5,2,0,1,0,0,0,0,0,0,25,7,1,1,1,26.871483960325726,0
34,0,2,3,4,0,0,0,0,0,0,0,0,505,77,1,7,39,155.26755473860442,0
1,0,0,1,2,0,1,0,0,0,0,0,0,8,1,0,1,1,54.47890967444427,0
2,0,6,0,0,0,0,0,0,0,0,0,0,44,28,2,2,2,273.9235621703124,0
8,1,0,4,1,0,1,1,0,1,0,9,1,73,30,1,1,2,27.132057762297027,0
32,0,1,0,0,0,4,5,0,0,0,0,0,275,57,3,22,12,192.92480051438375,0
1,0,0,1,1,0,1,0,0,0,0,0,0,60,5,1,1,1,3.5180435640696004,0
0,0,0,1,6,0,0,0,0,0,0,0,0,69,16,0,0,0,63.539642301012535,0
2,0,0,0,0,0,1,0,0,0,0,0,0,35,7,0,0,1,39.14180880620958,0
3,0,1,0,0,0,0,0,0,0,0,0,0,417,5,2,2,2,134.63992380405054,0
1,0,0,1,2,1,1,0,0,0,0,0,0,9,17,0,0,1,3.4955776946831634,0
0,1,0,4,5,0,1,1,0,1,0,9,1,63,17,1,1,2,660.2721845955211,0
40,0,0,19,1,1,1,0,0,0,1,0,0,288,161,5,4,4,404.86950199605053,0
0,0,0,0,0,0,1,1,0,0,0,0,0,45,5,0,0,0,38.78013898654435,0
1,0,0,1,2,0,0,0,0,0,0,0,0,16,2,1,1,1,14.300151775982197,0
1,1,0,2,5,0,0,1,0,1,0,9,0,99,28,1,1,2,56.37849026005543,0
3,0,1,1,1,1,1,1,0,0,1,0,0,105,190,4,0,0,67.48809202015566,0
3,0,0,1,1,1,1,0,0,0,1,0,0,92,151,3,3,1,71.7700927494994,0
3,0,1,1,1,1,1,0,0,0,1,0,0,384,159,3,3,4,383.86273961869927,0
2,0,0,0,0,0,1,0,0,0,0,0,1,68,32,1,0,15,54.17654131921414,0
67,0,0,0,0,4,1,1,0,0,0,0,1,9,3,30,7,10,47.276757612100184,0
0,0,0,1,2,0,1,0,0,0,0,0,0,27,3,0,1,1,26.138555518541875,0
0,0,0,0,6,0,1,1,0,0,0,0,0,1,3,1,0,1,30.31970149215276,0
2,1,0,0,0,0,0,0,0,0,0,0,0,85,8,1,1,2,43.598958463303035,0
1,1,0,4,5,0,0,1,0,1,0,9,1,95,34,1,1,2,61.109354333000695,0
14,0,8,5,19,10,1,0,0,0,0,3,0,68,26,22,22,12,91.4942988691866,0
1,0,1,0,0,0,0,0,0,0,0,0,0,91,19,0,0,10,45.29683679344734,0
2,1,0,4,5,0,1,0,0,1,0,9,1,77,42,1,1,2,366.0334092185638,0
1,0,0,0,0,0,0,0,0,0,0,0,0,59,2,0,1,1,45.7875058792786,0
1,0,0,1,0,0,1,0,0,0,0,0,0,35,6,1,1,1,26.630651010170368,0
7,0,2,19,19,10,0,5,0,0,0,0,0,29,43,22,22,12,106.84228527114064,0
1,0,0,1,2,0,1,0,0,0,0,0,0,15,1,0,1,1,44.941853376703634,0
0,0,2,0,0,0,0,1,0,0,0,1,0,64,14,0,0,1,28.616363929888998,0
2,0,1,0,0,0,0,0,0,0,0,0,0,42,9,2,2,2,340.1360595332676,0
0,1,0,4,0,0,0,1,0,0,0,9,1,53,20,1,0,1,699.2188858566149,0
1,0,1,1,2,0,0,0,0,0,0,0,0,16,7,0,0,0,33.409921646722225,0
1,0,0,1,2,0,0,0,0,0,0,0,0,39,3,0,1,0,48.35104451882535,0
10,0,2,0,0,0,0,3,0,0,0,1,1,285,21,0,0,1,36.18971293836165,0
99,0,0,0,1,2,1,0,0,0,0,1,0,63,4,4,4,4,79.31148089712711,0
1,0,2,0,0,0,0,1,0,0,0,1,1,62,15,0,0,1,59.98096307100218,0
3,0,0,1,1,1,1,0,0,0,1,0,0,60,123,3,3,3,1034.7868602766926,0
2,0,0,1,1,0,1,0,0,0,0,0,0,5,1,1,1,1,47.392060875502594,0
0,0,1,0,0,0,0,0,0,0,0,0,0,75,34,0,0,1,152.99967473636022,0
0,0,0,1,3,0,1,1,0,0,0,0,0,18,0,1,1,1,57.05011639572692,0
1,0,1,0,0,0,0,0,0,0,0,0,0,52,5,2,2,2,30.325671365189862,0
1,0,0,0,0,0,1,0,0,0,0,0,0,86,7,6,1,6,26.603831931496096,0
2,0,60,3,0,0,0,0,0,0,0,8,0,291,50,18,7,4,280.68745428511465,0
1,0,0,0,1,0,1,0,0,0,0,0,0,27,2,1,1,1,37.04705817807796,0
1,0,0,1,1,0,1,0,0,0,0,0,0,22,4,1,1,0,49.10494642522633,0
1,0,0,0,0,0,0,0,0,0,0,0,0,36,15,1,7,0,30.111153201790117,0
32,0,1,1,1,1,1,0,0,0,1,0,0,520,175,3,3,3,301.51749835264167,0
1,0,3,0,0,0,0,0,0,0,0,0,0,365,24,7,7,1,215.19843779105258,0
2,1,0,4,5,0,0,0,0,1,0,9,1,80,41,1,1,2,16.004050707665435,0
1,0,0,5,2,0,0,0,0,0,0,0,0,17,1,0,1,1,23.722403660239966,0
22,0,0,0,0,3,2,3,0,0,0,1,1,56,3,9,15,6,73.80733051690743,0
2,0,1,0,0,0,0,0,0,0,0,0,0,90,11,2,2,2,335.060564996251,0
1,0,0,1,1,0,0,1,0,0,0,0,1,66,9,0,0,1,57.555645462188664,0
3,0,0,1,4,0,0,0,0,0,0,0,0,50,6,1,1,1,0.024352687577096077,0
30,0,0,0,1,0,4,0,0,0,0,0,0,73,46,5,4,4,335.2511662697557,0
1,0,0,2,3,0,1,1,0,0,0,0,1,31,3,1,1,1,7.181029591256001,0
0,0,0,1,1,0,1,1,0,0,0,0,0,6,3,1,1,1,33.607263953892314,0
0,0,0,0,1,0,0,0,0,0,0,0,0,32,2,0,0,1,44.03917991229845,0
0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,1,1,0,43.54493573801652,0
3,0,1,0,0,0,0,0,0,0,0,0,0,32,10,2,2,2,234.40272772245703,0
1,1,0,4,5,0,0,1,0,1,0,0,0,82,4,1,1,2,501.5174897214367,0
0,0,0,1,4,0,0,0,0,0,0,0,0,29,4,0,1,1,55.98298027584838,0
2,0,0,1,2,0,0,0,0,0,0,0,0,19,4,0,0,0,20.519372614376117,0
1,0,0,1,2,0,0,0,0,0,0,0,0,37,2,0,1,0,0.0783336908703447,0
15,1,0,4,5,0,0,1,0,1,0,9,1,94,34,1,1,2,711.6170752162786,0
1,0,0,1,4,0,0,0,0,0,0,0,0,27,3,1,1,1,5.119894708692378,0
3,0,0,1,3,0,1,0,0,0,0,0,0,13,3,1,1,1,48.07328851162542,0
3,0,1,0,0,1,0,0,0,0,0,0,0,75,74,3,0,3,67.33747199644961,0
11,1,0,4,5,0,0,1,0,1,0,9,1,86,27,1,1,2,124.08635862628407,0
2,0,0,1,6,0,0,0,0,0,0,0,0,3,2,0,1,1,14.597858088474304,0
3,0,0,2,3,0,1,0,0,0,0,0,0,17,6,1,1,1,54.76611662011983,0
0,0,0,1,1,0,1,0,0,0,0,0,0,4,0,1,1,1,5.581463306244647,0
4,0,1,1,1,1,1,0,0,0,1,0,0,88,169,4,3,3,2957.9649287801462,0
1,0,1,0,0,1,1,0,0,0,0,0,0,28,8,2,2,2,6.3990741793798485,0
1,1,0,4,5,0,0,1,0,1,0,9,1,90,25,1,1,1,24.02530209339462,0
16,0,0,13,19,10,0,9,0,0,0,0,0,287,16,6,22,12,99.59345037212776,0
1,0,2,1,1,0,1,1,0,0,0,0,1,17,11,0,0,1,31.692965481655044,0
2,0,1,0,0,0,0,0,0,0,0,0,0,52,8,2,2,2,248.96255452124308,0
2,0,0,1,3,0,1,1,0,0,0,0,0,8,2,1,1,1,46.39446987640692,0
1,0,0,1,2,0,1,0,0,0,0,0,0,1,6,1,1,1,1.5338694330927574,0
1,0,0,0,0,0,1,1,0,0,0,1,1,45,5,0,0,1,64.7404883393246,0
34,0,1,1,0,1,1,0,0,0,1,0,0,46,184,3,3,3,2188.6129066266376,0
3,1,0,4,5,0,0,1,0,1,0,9,1,77,9,1,1,2,650.8483951484498,0
0,0,2,5,0,0,0,0,0,0,0,0,0,37,51,31,7,15,79.68640851975027,0
2,0,0,1,1,0,1,0,0,0,0,0,0,25,1,1,1,1,10.457399674800804,0
1,0,0,0,2,0,1,0,0,0,0,0,0,60,3,0,1,1,18.542481628734578,0
4,0,0,1,0,0,2,0,0,0,0,1,0,64,8,10,6,6,84.17588074453401,0
1,0,4,0,0,0,0,0,0,0,0,0,1,21,7,9,7,2,38.15978011060383,0
0,0,2,1,0,0,0,0,0,0,0,0,0,67,36,0,0,0,47.46183093224917,0
21,1,0,4,5,0,0,0,0,1,0,9,1,87,32,1,1,2,689.0927101000138,0
0,0,1,0,0,0,0,0,0,0,0,0,0,23,7,2,2,2,185.33530253421404,0
2,0,2,0,19,10,0,0,0,0,0,0,0,113,117,0,0,12,155.49422724641818,0
1,0,0,1,2,0,0,0,0,0,0,0,0,33,1,0,0,1,48.5292572920809,0
1,0,2,0,0,0,0,1,0,0,0,0,0,74,17,0,0,1,54.40344365861641,0
0,0,0,2,0,0,0,0,0,0,0,0,0,14,5,1,1,1,109.59477083169354,0
2,0,0,5,3,0,0,1,0,0,0,0,0,3,2,0,1,1,11.717440668555131,0
2,0,0,1,2,0,1,0,0,0,0,0,0,8,3,0,1,0,21.986721512703177,0
0,0,0,1,1,0,1,0,0,0,0,0,0,4,5,1,1,1,35.83541884150677,0
2,0,0,0,0,0,0,0,0,0,0,0,0,38,4,1,0,1,38.95887419171564,0
1,0,0,1,2,0,0,0,0,0,0,0,0,28,2,0,1,0,15.124207336577914,0
2,0,0,2,3,0,1,1,0,0,0,0,0,12,0,1,1,1,11.658915079004913,0
3,0,0,0,0,0,0,0,0,0,0,0,1,39,3,0,10,4,77.25457211689188,0
2,0,0,1,0,0,0,0,0,0,0,0,0,3,46,1,1,1,44.84723650422896,0
3,0,0,3,0,0,0,0,0,0,0,0,0,11,2,1,1,0,12.702575321669936,0
1,0,1,0,0,0,0,1,0,0,0,0,0,67,17,0,0,1,838.1399558322248,0
1,0,0,1,1,0,1,1,0,0,0,0,1,10,16,1,1,1,35.9246476731148,0
6,0,0,1,1,1,1,0,0,0,1,0,0,83,161,4,3,3,2909.4354839289254,0
1,0,0,1,1,0,1,1,0,0,0,0,0,50,2,1,1,1,38.58499615401951,0
0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,1,230.8685674426737,0
0,0,1,1,1,0,1,1,0,0,0,0,0,21,85,3,0,1,265.46973257891557,0
1,0,0,0,2,0,1,0,0,0,0,0,0,13,2,1,1,1,17.56403791354057,0
0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,1,1,1,12.334051821100136,0
3,1,0,4,5,0,0,1,0,1,0,9,1,80,31,1,1,2,854.3963833398568,0
3,0,0,1,3,0,1,0,0,0,0,0,0,34,4,1,1,1,30.7818015916193,0
2,0,0,0,2,0,1,0,0,0,0,0,0,22,4,1,1,1,15.076659746736983,0
2,0,0,1,0,0,0,0,0,0,0,0,0,42,0,0,1,1,42.55311325799043,0
2,0,0,1,2,0,1,0,0,0,0,0,0,52,3,0,1,1,6.501049986931877,0
14,1,0,4,5,0,0,1,0,1,0,9,1,101,27,1,1,2,892.0749545228578,0
1,0,0,1,2,0,0,0,0,0,0,0,0,1,5,1,1,0,6.973334397745738,0
2,0,0,1,2,0,1,0,0,0,0,0,0,47,5,1,1,1,0.07175794193096507,0
1,0,0,0,3,0,0,0,0,0,0,0,0,42,6,1,1,1,20.524588317034862,0
3,0,1,0,0,0,0,0,0,0,0,0,0,57,10,2,2,2,178.54185914622292,0
1,0,0,3,1,0,1,1,0,0,0,0,0,55,6,1,1,1,63.733373841765015,0
1,0,0,0,0,0,1,1,0,0,0,0,0,9,6,0,1,1,41.06965876326109,0
0,0,0,1,4,0,0,1,0,0,0,0,1,25,3,0,0,1,55.588801767426574,0
1,0,0,1,1,0,1,0,0,0,0,0,0,75,5,1,1,1,39.685939786445125,0
1,0,0,1,2,0,0,0,0,0,0,0,0,33,7,1,1,1,2.2006081365625683,0
1,0,0,2,3,0,1,1,0,0,0,0,0,31,2,1,1,1,5.235394274073142,0
3,0,1,0,0,0,0,0,0,0,0,0,0,50,11,2,2,2,176.24967202033784,0
4,0,0,0,1,0,1,0,0,0,0,0,0,57,6,2,1,1,87.17038066954247,0
3,1,0,4,5,0,0,1,0,1,0,9,1,73,26,1,1,2,2169.1179514207697,0
2,0,0,1,2,0,0,0,0,0,0,0,0,34,4,0,1,1,45.07755869481534,0
2,0,0,0,3,0,1,0,0,0,0,0,0,7,1,1,1,1,40.120379832433,0
18,1,0,4,1,0,0,0,0,1,0,0,0,313,38,1,1,1,449.47056943510137,0
2,0,2,0,0,0,0,0,0,0,0,1,0,15,3,0,0,6,795.8840990638248,0
1,0,0,1,2,1,0,0,0,0,0,0,0,78,18,0,0,3,41.97380700942841,0
3,1,0,4,5,0,1,1,0,1,0,9,1,107,29,1,1,2,789.6328225830932,0
1,0,1,0,0,0,0,0,0,0,0,0,0,64,2,0,0,1,50.535571806476625,0
0,0,0,1,2,0,1,1,0,0,0,0,0,31,1,0,1,1,26.2114184447896,0
2,0,0,1,1,4,1,0,0,0,0,0,0,363,6,3,1,3,48.27633856887489,0
1,0,2,19,0,0,0,0,0,0,0,0,0,6,18,1,22,12,6.326166420129329,0
0,0,2,1,1,0,0,1,0,0,0,0,0,17,1,0,0,1,59.38609451895026,0
2,0,0,0,0,0,1,0,0,0,0,0,1,19,8,1,1,1,17.104944681849066,0
1,0,0,1,3,0,1,0,0,0,0,0,0,2,2,1,1,1,0.31171019522837184,0
1,0,0,1,2,0,0,5,0,0,0,0,0,28,3,1,1,1,62.23605131927249,0
1,0,0,1,2,0,1,0,0,0,0,0,0,48,2,1,1,1,8.575345954362687,0
1,0,1,0,6,0,0,0,0,0,0,0,0,68,53,3,1,7,266.68143000913835,0
1,0,1,0,0,0,0,1,0,0,0,0,0,39,10,2,0,2,248.68457294323196,0
22,1,0,4,5,0,0,1,0,1,0,9,1,105,34,1,1,2,828.7568557339322,0
1,0,0,5,2,0,0,0,0,0,0,0,0,36,2,0,1,1,22.506839671811814,0
1,0,1,0,0,0,0,0,0,0,0,0,0,56,5,1,0,1,294.4786567086459,0
1,0,0,1,2,0,1,0,0,0,0,0,0,2,1,1,1,1,23.82548276962406,0
35,0,0,1,1,0,1,0,0,0,0,0,0,36,1,1,1,0,22.444129701926485,0
8,0,10,0,19,10,1,0,0,0,0,0,0,80,69,22,22,12,34.57044127866658,0
8,0,0,0,0,1,0,1,0,0,0,8,1,64,21,7,31,2,715.4731522083594,0
1,0,0,1,4,0,1,0,0,0,0,0,0,32,0,1,1,1,24.71750714874687,0
5,0,0,0,0,0,0,0,0,0,0,0,0,65,10,2,2,2,306.8817895709321,0
2,0,35,5,2,0,0,0,0,0,0,0,0,31,1,1,1,0,37.95553644154688,0
4,0,1,1,1,1,1,0,0,0,1,0,0,90,178,3,3,4,2975.8418819589597,0
5,1,0,4,5,0,0,1,0,1,0,9,1,97,38,1,1,2,249.0656859612408,0
2,0,2,0,0,0,0,0,0,0,0,0,0,184,19,0,0,1,53.03855512890431,0
1,1,0,4,5,0,0,1,0,1,0,9,1,104,27,1,1,2,628.2029201337793,0
30,0,1,1,1,1,1,0,0,0,1,0,0,589,153,3,4,4,3129.4543428630604,0
0,0,0,1,2,0,1,0,0,0,0,0,0,27,0,0,1,1,34.853436012883606,0
1,0,0,0,1,0,1,0,0,0,0,8,1,23,2,1,1,15,7.501202353614412,0
1,0,0,0,6,0,0,0,0,0,0,0,0,65,24,30,18,1,199.65996501114452,0
3,0,1,0,0,0,0,0,0,0,0,0,0,55,3,33,18,2,61.91024608782256,0
1,0,3,0,0,0,0,0,0,0,0,0,0,477,18,0,0,10,267.7696609790455,0
5,0,0,0,0,1,2,1,0,0,0,1,1,74,5,10,10,6,108.09251635095075,0
2,0,0,1,2,0,1,0,0,0,0,0,0,33,7,1,1,1,56.123717629148445,0
1,1,0,4,5,0,0,0,0,1,0,9,0,60,26,1,1,2,17.774422928491983,0
1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,1,25.65839115648897,0
1,1,0,2,3,0,0,1,0,0,0,0,0,51,6,1,1,2,22.586881955401566,0
1,0,0,0,1,0,1,0,0,0,0,0,0,10,0,1,30,1,128.24561337199032,0
14,0,2,5,6,0,0,0,0,0,1,0,0,401,80,12,10,4,266.6998968576454,0
3,0,1,0,0,0,0,0,0,0,0,0,0,91,8,2,2,2,57.64039552851908,0
2,0,0,2,1,0,1,1,0,0,0,0,0,5,3,1,1,1,7.435992692132267,0
3,0,1,0,0,0,0,0,0,0,0,0,0,96,11,2,2,2,452.8579296269824,0
2,0,1,1,0,0,1,0,0,0,0,0,0,33,11,0,38,7,296.69009464466296,0
17,0,2,19,19,10,0,0,0,0,0,3,0,413,55,22,22,12,271.34678025757785,0
84,0,0,0,0,3,2,3,0,0,0,1,1,50,4,10,10,6,70.75853395265663,0
2,0,0,1,3,0,1,0,0,0,0,0,0,47,3,1,1,1,16.396224973160514,0
1,0,0,3,2,0,0,0,0,0,0,0,0,68,8,0,1,1,41.85385809277532,0
16,0,2,19,19,10,1,0,0,0,0,0,0,129,33,22,22,12,154.8999367252738,0
1,0,0,1,1,0,1,1,0,0,0,0,0,0,4,1,1,1,40.69064347839357,0
1,0,0,0,0,1,0,0,1,0,0,0,0,89,25,1,0,10,62.4549901999592,0
0,0,0,1,2,0,1,0,0,0,0,0,0,32,3,1,1,1,24.013587736784068,0
1,0,0,2,1,0,1,1,0,0,0,0,0,78,2,1,1,1,19.815030427106507,0
1,0,0,1,2,0,1,0,0,0,0,1,0,39,2,1,1,1,31.346017176615337,0
2,0,0,1,2,4,0,0,0,0,0,0,0,27,12,0,0,0,61.00353647406837,0
2,0,0,2,3,0,1,1,0,0,0,0,0,9,2,1,1,1,18.806080927124135,0
1,0,0,1,1,0,1,1,0,0,0,0,0,74,1,1,1,1,37.44546149181834,0
1,0,2,0,0,0,0,0,0,0,0,0,0,33,22,0,0,1,134.05239869104537,0
1,0,0,1,2,0,1,0,0,0,0,0,0,35,3,1,1,1,47.39386580521147,0
1,0,1,1,2,0,0,0,0,0,0,0,0,62,2,2,0,2,218.82601859857738,0
5,0,0,1,1,1,1,0,0,0,1,0,0,81,243,3,3,6,3556.5164397472645,0
0,0,0,1,2,0,1,1,0,0,0,0,0,4,3,0,1,1,15.243017514914676,0
1,0,0,0,0,0,1,0,0,0,0,0,0,75,7,1,1,1,68.48594786320861,0
1,0,0,0,0,0,0,0,0,0,0,0,0,61,6,2,2,2,21.00262644468071,0
3,0,0,0,1,0,1,0,0,0,0,0,0,15,9,1,1,1,28.331553277826927,0
5,0,1,0,0,0,0,0,0,0,0,0,0,82,11,2,2,2,146.54957281547664,0
49,0,0,0,0,0,0,0,0,0,0,0,1,48,3,0,10,1,64.23943985214017,0
2,0,0,1,1,0,1,0,0,0,0,0,0,47,0,1,1,1,16.162392991615928,0
1,0,0,0,2,0,1,0,0,0,0,0,0,25,1,1,1,1,15.85765072752871,0
2,0,6,0,0,0,0,0,0,0,0,0,0,2,26,0,0,1,264.9303263193893,0
2,0,0,1,1,0,1,0,0,0,0,0,0,28,1,3,1,1,48.194423784087164,0
0,0,0,0,0,0,0,1,0,0,0,0,0,24,7,1,0,1,62.472386457153306,0
0,0,0,0,0,0,2,3,0,0,0,1,1,26,3,9,15,6,13.670071158619738,0
14,0,1,0,6,0,1,9,0,0,0,0,0,51,133,33,6,31,372.92901639892943,0
