Page,Encrypt,ObjStm,JS,JavaScript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors_gt_224,obj,stream,xref,trailer,startxref,filesize_kb
22,1,2,1,1,0,0,0,1,0,0,1,1,0,52,95,22,18,2,869.3353574431553
5,0,1,1,19,1,0,0,0,0,1,0,0,0,405,97,3,3,3,97.06787307908999
1,0,0,1,2,0,0,0,0,0,0,0,0,0,63,3,1,1,1,31.919367674127958
0,0,52,3,0,0,0,0,0,0,0,0,0,0,21,0,1,3,1,64.49810169841984
0,0,5,1,0,0,0,0,0,0,0,0,0,0,100,3,2,7,2,2.8242871489575556
1,0,0,2,3,0,1,1,0,0,0,0,0,0,8,2,1,1,1,29.725403959998705
1,0,0,0,0,0,2,0,0,0,0,0,0,0,24,66,0,0,6,83.58042445657688
6,0,0,1,0,1,0,3,0,0,0,0,0,0,397,48,7,5,6,2404.564475080063
1,0,1,0,1,0,0,0,0,0,0,0,0,0,17,7,2,2,0,62.749286256491345
7,0,0,2,4,0,1,1,0,0,0,0,0,0,19,0,1,1,1,19.030199549059123
2,0,1,0,3,0,1,0,0,0,0,0,0,0,50,7,0,22,1,75.07739515605503
0,0,0,0,1,0,1,1,0,0,0,0,0,0,75,5,2,1,1,69.61510826108307
1,0,0,1,2,0,0,0,0,0,0,0,0,0,66,9,1,1,1,64.9492688216498
6,0,0,1,3,0,2,0,0,0,0,0,0,0,34,11,3,1,1,79.57100620726753
5,0,0,1,2,0,0,0,0,0,0,0,0,0,58,9,1,1,1,33.533256393829205
5,0,0,1,2,0,1,0,0,0,0,0,0,0,40,5,1,1,1,4.827477955857123
3,0,0,2,2,0,1,0,0,0,0,0,0,0,3,11,1,1,1,28.88808476006236
2,0,0,13,0,0,0,0,0,0,0,0,0,0,394,8,9,15,7,246.0646738638475
1,0,0,0,2,0,1,0,0,0,0,0,0,0,91,10,1,1,1,82.91911272324175
25,1,0,4,5,0,0,1,0,1,0,9,1,0,97,46,1,1,2,777.176409767524
0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,12,0,22,6,33.62627013582675
2,0,1,0,0,0,0,0,0,0,0,0,0,0,27,14,0,2,1,40.928187257069425
6,0,0,2,1,0,1,1,0,0,0,0,0,0,16,7,1,1,1,22.582899319043936
2,0,0,0,0,0,0,1,0,0,0,0,0,0,19,1,0,0,2,23.926761611278483
1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,10,0,7,1,19.920826241407372
7,0,0,1,2,0,2,0,0,0,0,0,0,0,5,5,1,1,1,43.66159820418967
1,0,2,0,13,2,0,0,0,0,0,7,0,0,8,61,2,38,20,1809.7871608927962
0,1,0,4,5,0,0,1,0,1,0,9,1,0,99,27,1,1,2,876.2708154227386
33,1,0,4,5,0,1,1,0,1,0,9,1,0,112,48,1,1,2,1033.4152309158198
2,0,0,2,3,0,1,1,0,0,0,0,0,0,51,4,1,1,1,19.169111444976142
5,0,0,3,6,0,2,0,0,0,0,0,0,0,81,1,33,1,1,44.455329585176464
18,1,0,4,5,0,0,1,0,1,0,1,1,0,107,5,1,1,2,815.9269781472599
8,0,0,0,2,0,1,0,0,0,0,0,0,0,18,4,1,1,1,35.83113961619698
7,0,0,3,4,0,1,1,0,0,0,0,0,0,19,7,1,1,1,93.31643661422734
33,1,66,4,5,0,0,1,0,1,0,9,1,0,72,36,1,1,2,710.8526435052099
1,1,0,4,5,0,0,1,0,1,0,9,1,0,98,26,1,1,2,449.08235450891374
128,0,0,1,1,0,0,0,0,0,0,1,0,0,27,0,0,22,0,59.45349549207896
3,0,0,1,3,0,1,0,0,0,0,0,0,0,53,5,1,1,1,38.516873725997144
6,0,1,1,1,0,1,0,0,0,0,0,0,0,552,113,2,3,3,1732.4178590902259
30,0,0,3,0,0,0,0,0,0,0,0,0,0,367,75,0,0,4,50.36102875462919
3,0,0,2,2,0,0,0,0,0,0,0,0,0,60,11,1,1,1,67.51262455219874
3,0,0,3,2,0,1,0,0,0,0,0,0,0,2,7,9,1,1,31.80845830802687
4,0,0,2,19,0,1,0,0,0,0,0,0,0,34,6,1,1,2,35.30553553196316
42,0,1,0,1,1,0,3,0,0,1,0,0,0,38,205,22,30,39,31.96210337754914
2,0,1,0,0,0,0,0,0,0,0,0,0,0,55,41,0,10,6,26.00310195637955
4,0,0,3,2,0,0,0,0,0,0,0,0,0,3,10,1,1,1,53.43431068693066
8,0,0,1,1,0,1,0,0,0,0,0,0,0,44,2,0,1,0,36.69015373564412
7,0,2,0,4,0,0,0,0,0,0,0,0,0,65,24,0,0,6,465.01852245826296
5,0,0,1,0,0,0,1,0,0,0,0,0,0,21,5,0,0,1,768.9146699311547
2,0,0,2,2,0,1,1,0,0,0,0,0,0,1,3,1,1,1,19.136238085590882
4,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,1,1,1,60.75733680577862
4,0,1,0,19,0,0,5,0,0,0,0,0,0,21,45,4,2,1,466.49890238764294
1,0,35,0,0,1,0,0,0,0,1,0,0,0,517,36,3,0,4,2234.977749046493
5,0,1,0,6,0,0,0,0,0,0,0,0,0,684,101,0,0,0,168.41427817545036
3,0,0,1,2,0,1,1,0,0,0,0,0,0,32,2,1,1,1,31.511460815920433
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,2,0,0,79.51088300096498
6,0,0,2,6,0,0,1,0,0,0,0,0,0,3,6,1,1,1,5.925472024758488
1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,6,0,1,1,13.839988057713352
2,0,0,2,4,0,0,0,0,0,0,0,0,0,12,11,1,1,1,7.785168198802719
48,0,1,0,0,0,0,0,0,0,0,8,0,0,175,3,2,2,10,563.5159952423176
4,0,0,2,1,0,0,1,0,0,0,0,0,0,67,6,0,1,1,62.19438011799376
5,0,1,1,1,1,0,0,0,0,0,0,0,0,372,70,0,5,12,408.30058753753644
3,0,0,1,0,0,1,5,0,0,0,0,0,0,4,1,10,1,1,50.285214967847395
3,0,0,1,6,0,0,0,0,0,0,0,0,0,34,4,4,1,1,26.83954396047742
2,0,0,0,0,0,1,0,0,0,0,0,0,0,58,6,0,0,0,58.41732434720599
9,0,0,5,0,0,0,0,0,0,0,0,0,0,1,95,2,0,1,112.03377900325312
5,0,0,2,2,0,1,0,0,0,0,0,0,0,79,10,1,1,1,74.27324545775866
2,0,0,2,1,0,0,0,0,0,0,0,0,0,35,5,1,1,1,96.07579126493448
1,0,0,2,2,0,1,1,0,0,0,0,0,0,25,3,1,1,1,38.83785864323458
5,0,1,0,0,0,0,0,0,0,0,0,0,0,86,59,0,0,6,290.4604877305573
39,0,0,0,2,0,0,1,0,0,0,0,0,0,27,3,1,1,1,47.93416976305426
14,1,0,4,5,0,0,1,0,1,0,1,1,0,122,19,1,1,2,1002.3993436426983
3,0,2,1,0,1,1,0,0,0,0,0,0,0,3,120,0,0,1,52.10553163429668
7,0,0,1,0,0,0,0,0,0,0,0,0,0,26,3,1,0,0,16.824542792815873
1,0,66,0,0,1,0,0,0,0,0,0,0,0,603,63,2,2,2,313.1383745571941
4,0,0,0,5,0,0,0,0,0,0,1,0,0,35,10,0,1,1,35.28534157023033
6,0,6,1,0,0,1,3,0,0,0,0,0,0,63,6,1,12,7,15.047253387490038
2,1,0,0,5,0,0,1,0,1,0,9,1,0,106,38,1,1,2,510.12568368871564
38,0,0,0,0,0,0,0,0,0,0,0,0,0,88,47,30,10,6,96.24321630215859
4,0,0,3,1,0,1,0,0,0,0,0,0,0,42,9,1,1,1,42.93383914458205
1,0,0,1,2,0,1,0,0,0,0,0,0,0,6,8,0,1,1,41.02772504901468
10,1,0,4,0,0,0,1,0,1,0,9,1,0,93,37,1,1,2,570.7703834066306
1,0,1,3,6,0,0,0,0,0,0,0,0,0,317,26,0,3,3,63.50497002759491
6,0,0,0,0,0,0,0,0,0,1,0,0,0,344,9,0,3,10,437.2351429108357
1,0,0,1,2,0,1,1,0,0,0,0,0,0,57,1,1,1,1,57.04444634963143
21,1,0,4,5,0,0,1,0,1,0,9,1,0,84,24,1,1,2,356.9922710542596
2,0,0,1,4,0,0,0,0,0,0,1,0,0,45,3,1,0,4,17.57182360028479
9,0,0,1,2,0,1,1,0,0,0,0,0,0,22,1,1,1,1,69.95870520166334
9,0,0,2,2,0,1,0,0,0,0,0,0,0,25,9,1,1,1,124.13259833979959
5,0,0,2,1,0,1,1,0,0,0,0,0,0,16,9,1,1,1,19.896518645328012
5,0,1,0,0,1,0,0,0,0,0,0,0,0,437,157,0,0,4,2531.1806296996465
5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,2,1,373.5312481424198
5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,148,0,2,1,117.64632312198965
7,0,10,0,0,0,0,1,0,0,0,0,0,0,447,60,9,15,10,831.8209702310767
3,0,0,2,0,0,2,0,0,0,0,0,0,0,18,10,1,1,1,42.12314272134162
1,0,3,0,0,0,2,0,0,0,0,0,0,0,324,5,6,4,10,142.00025513600963
7,0,0,3,3,0,1,0,0,0,0,0,0,0,40,7,1,1,1,6.613557876785153
7,1,0,4,5,0,0,1,0,1,0,9,1,0,101,12,1,1,2,615.752745925846
2,0,0,4,0,0,0,0,0,0,0,0,0,0,61,7,4,30,31,98.38322803698992
1,0,0,1,0,0,0,0,0,0,0,0,0,0,54,4,0,2,1,27.559618917324432
3,0,0,0,2,0,1,0,0,0,0,0,0,0,31,7,0,1,1,61.059933724971884
1,0,0,1,3,0,0,0,0,0,0,1,0,0,5,6,1,1,1,1.2999953758250022
1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2,1,1,1,39.738348568981934
114,0,1,5,0,10,0,0,0,0,0,0,0,0,11,19,0,12,3,528.886195611628
1,0,0,0,0,0,0,1,0,0,0,0,0,0,16,4,1,1,1,17.859654561859703
35,0,0,5,0,1,0,0,0,0,1,8,0,0,414,26,22,10,31,2731.9489436309386
8,0,0,2,2,0,1,1,0,0,0,0,0,0,44,4,1,1,1,70.74992471004525
3,0,0,1,19,0,0,3,0,0,0,0,0,0,43,1,0,2,4,21.95434893741462
0,0,0,0,4,0,1,0,0,0,0,0,0,0,69,1,1,1,1,7.948697034436702
34,0,0,13,5,0,0,0,0,0,0,1,0,0,36,31,9,0,7,350.82397192921275
4,0,0,1,5,0,2,1,0,0,0,0,0,0,77,3,1,1,0,54.130454842647566
7,0,0,2,1,0,1,0,0,0,0,0,0,0,19,11,3,1,1,61.73555428799909
1,0,0,0,6,0,0,0,0,0,0,0,0,0,37,0,0,0,1,17.84552713213836
7,0,1,0,0,1,0,0,0,0,1,0,0,0,660,92,0,0,0,500.9310636296053
1,0,0,3,0,0,0,0,0,0,0,0,0,0,7,10,2,2,1,0.5123240508707845
2,0,0,2,2,0,0,0,0,0,0,0,0,0,12,4,1,1,1,63.74727685251254
9,0,1,0,0,1,0,0,0,0,1,0,0,0,284,74,2,3,3,233.4437169432988
5,0,0,1,2,0,1,0,0,0,0,0,0,0,48,7,1,1,1,96.69136855787482
2,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,0,0,1,63.30806709836396
4,0,1,0,1,1,0,0,0,0,1,0,0,0,91,27,3,3,3,1795.362603129042
20,1,0,4,5,0,0,1,0,1,0,9,1,0,104,39,1,1,2,799.1749113613075
1,0,4,0,2,3,0,0,0,0,0,0,0,0,53,4,1,0,4,1346.0009723225123
37,0,1,0,0,1,0,0,0,0,1,0,0,0,405,162,5,6,3,156.825505578334
1,0,0,0,3,0,0,0,0,0,0,0,0,0,65,38,0,0,1,100.12471129210105
4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,1,1,10.191419246701557
2,1,0,4,5,0,0,1,0,1,0,9,1,0,111,5,1,1,2,402.3488648629226
7,0,0,1,2,0,1,1,0,0,0,0,0,0,26,10,1,1,1,51.97286545065138
1,0,0,2,2,0,0,0,0,0,0,0,0,0,44,1,1,1,1,27.417782280201674
2,0,0,2,3,0,1,1,0,0,0,0,0,0,14,5,1,1,1,44.44185027034057
36,1,0,4,5,0,1,1,0,1,0,1,1,0,89,20,1,1,2,637.3173768445573
8,0,0,1,3,0,1,0,0,0,0,0,0,0,36,7,1,1,1,28.34893048802411
2,0,0,1,0,0,1,1,0,0,0,1,0,0,63,2,3,0,7,20.561636612868597
0,0,0,1,3,0,0,0,0,0,0,0,0,0,62,1,0,1,2,43.5335080568497
3,0,0,0,1,0,0,5,0,0,0,0,0,0,26,53,2,1,1,39.45201001217633
3,0,0,1,3,0,1,0,0,0,0,0,0,0,27,1,1,1,1,52.10381808952965
39,0,0,19,1,1,0,0,0,0,0,8,0,0,139,5,3,1,1,416.6266530176997
146,1,0,4,4,0,0,1,0,0,0,0,1,0,76,7,1,1,2,73.12761394254088
2,0,2,0,0,0,0,0,0,0,0,0,0,0,29,46,2,0,4,32.20780088360573
1,1,0,4,5,0,0,0,0,1,0,1,1,0,87,27,1,1,2,649.4049239990894
4,0,1,0,1,1,1,1,0,0,0,0,0,0,4,12,1,1,1,37.60229083652288
5,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,1,1,44.01542740012956
5,0,0,1,1,0,1,0,0,0,0,0,0,0,1,5,1,1,1,71.2452772381484
18,1,0,4,5,0,0,1,0,1,0,9,1,0,53,32,1,1,2,701.6778660591676
5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,2,1,1,2.5961253767684482
6,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,2,1,2,16.057293639827726
0,0,0,0,3,0,0,0,0,0,0,0,0,0,23,1,1,1,1,2.5806882392583503
1,0,0,0,2,0,1,0,0,0,0,0,0,0,22,8,0,1,1,18.839579918002237
37,1,0,0,0,0,1,0,0,0,0,0,1,0,57,106,2,38,2,619.4226441289572
1,0,1,1,0,0,1,0,0,0,0,0,0,0,594,7,3,2,3,26.48345218991249
3,0,0,0,3,0,1,0,0,0,0,0,0,0,5,10,1,1,1,13.042224545386933
3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,62.8052771714604
5,0,0,2,2,0,0,1,0,0,0,0,0,0,55,10,1,1,1,106.39317593704227
3,0,1,0,0,0,2,0,0,0,0,0,0,0,85,79,22,38,3,341.6733202209773
5,0,0,2,4,0,1,3,0,0,0,0,0,0,10,5,1,1,1,70.23036616984635
0,0,0,2,2,0,1,0,0,0,0,0,0,0,56,2,1,1,1,17.56714710903908
5,0,60,0,19,3,0,0,0,0,0,0,0,0,228,1,10,1,1,365.0310305915542
0,0,0,19,0,3,0,0,0,0,0,0,0,0,25,6,0,1,0,1202.5759233348972
3,0,0,2,2,0,0,0,0,0,0,0,0,0,47,6,1,1,1,8.254154631168563
11,1,0,4,5,0,0,1,0,1,0,9,1,0,95,3,1,1,2,677.0595538096655
1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,51,0,2,2,881.5509557455446
1,0,1,1,1,1,1,0,0,0,1,0,0,0,530,131,3,7,3,146.24475939601
5,0,0,1,3,0,1,0,0,0,0,0,0,0,62,1,1,1,1,4.823539245502429
7,0,0,0,0,0,0,0,0,0,0,0,0,0,197,43,0,2,6,65.34111815444729
1,0,0,1,19,1,0,0,0,0,0,0,0,0,24,29,0,18,0,23.04668462423866
3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,2,0,1,95.82759994519455
4,0,0,1,0,0,0,0,0,0,0,0,0,0,32,6,1,1,1,23.61746377716602
5,0,1,0,0,1,0,0,0,0,0,0,0,0,698,29,2,0,2,367.2215784274502
9,0,0,1,2,0,1,1,0,0,0,0,0,0,28,8,1,1,1,35.61150053162321
1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,3,2,2,57.09532852443452
8,0,0,2,4,0,1,0,0,0,0,0,0,0,57,4,1,1,1,76.23861255675892
3,1,0,4,5,0,0,1,0,1,0,9,1,0,109,29,1,1,2,335.34688955718985
5,0,0,0,0,0,0,0,0,0,0,0,0,0,90,57,9,4,12,1562.945768715023
6,0,0,2,1,0,1,1,0,0,0,0,0,0,61,7,1,1,1,11.580799263104439
3,0,0,1,0,0,2,0,0,0,0,0,0,0,53,7,1,1,1,15.891002699399275
1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,2,0,307.46844326833224
4,0,1,0,2,0,0,0,0,0,0,0,0,0,1,8,0,1,1,69.87262365954767
5,0,0,0,0,0,0,0,0,0,0,0,0,0,58,42,0,0,1,477.5425075340496
0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,8,0,1,1,72.32150875255992
4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,80,2,31,2,20.994653915966623
2,0,0,3,0,0,0,0,0,0,0,0,0,0,19,3,2,0,1,10.450349174927979
1,0,0,0,0,0,1,0,0,0,0,0,0,0,32,9,0,0,1,62.50125082049769
25,0,0,0,1,0,0,1,0,0,0,0,1,0,86,9,1,1,6,90.92667306869674
1,0,35,0,0,3,1,0,0,0,0,1,0,0,22,1,3,12,6,1.3236880260035448
0,0,0,0,0,0,2,0,0,0,0,0,0,0,24,6,3,1,1,39.528263303877225
7,0,0,2,0,0,1,0,0,0,0,0,0,0,60,11,1,1,1,39.28362004733644
3,0,0,1,5,0,0,1,0,0,0,0,1,0,105,12,0,1,2,53.63079950723841
4,0,0,1,4,1,2,1,0,0,0,1,0,0,62,71,2,0,1,60.61668652446451
1,0,1,0,0,1,0,0,0,0,0,8,0,0,69,41,2,10,6,90.91345858822015
16,1,0,4,5,0,0,1,0,1,0,9,1,0,106,5,1,1,2,261.70879233142654
1,0,1,0,19,0,0,0,0,0,0,0,0,0,146,33,3,5,1,1146.526812847373
1,0,0,0,4,0,1,0,0,0,0,0,0,0,4,1,1,1,1,36.308583042178725
4,0,0,2,2,0,1,0,0,0,0,0,0,0,9,8,1,1,1,37.68075902186652
5,0,10,0,19,0,0,0,0,0,0,0,0,0,64,128,3,12,4,70.34710130162141
3,0,0,0,6,0,0,0,0,0,0,0,0,0,93,15,0,3,3,3118.925579196677
8,0,0,1,3,0,1,0,0,0,0,0,0,0,64,9,1,1,1,81.41742571745318
7,0,1,1,0,0,1,0,0,0,0,0,0,0,31,7,1,1,1,83.21735604313723
4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,1,1,70.7720301104798
14,0,35,0,0,0,0,0,0,0,0,0,0,0,18,1,2,22,2,1551.8702593459673
4,0,0,1,1,0,1,1,0,0,0,0,0,0,51,3,1,1,1,10.084942515865475
22,1,0,4,5,0,0,1,0,1,0,9,1,0,94,28,1,1,2,647.4543157962435
4,1,0,4,5,0,0,1,0,1,0,9,1,0,65,17,1,1,2,553.7922948469353
2,0,0,1,2,0,0,0,0,0,0,0,0,0,31,6,0,1,1,81.13714825065995
3,0,0,2,3,0,1,0,0,0,0,0,0,0,22,5,1,1,1,22.554861232566278
38,1,0,4,0,0,0,1,0,1,0,9,1,0,111,7,1,1,2,971.9384582352311
5,0,1,1,1,0,0,0,0,0,0,0,0,0,43,3,0,0,0,16.939457116541032
2,0,6,0,0,0,0,0,0,0,0,0,0,0,58,13,0,22,2,845.1192756948453
4,0,4,1,0,1,0,0,0,0,0,0,0,0,350,111,2,3,6,176.85062872164588
3,0,0,1,2,0,1,0,0,0,0,0,0,0,66,6,1,1,1,48.68318475424347
2,0,0,1,2,0,0,0,0,0,0,0,0,0,37,9,0,1,1,27.048686335744243
31,1,0,4,5,0,0,1,0,1,0,9,1,0,521,6,1,1,2,922.559474245942
1,0,0,1,19,0,1,0,0,0,0,0,0,0,67,2,1,3,1,41.659426348135774
4,0,0,1,1,0,1,0,0,0,0,0,0,0,85,0,1,1,1,97.3289386630393
4,0,0,1,1,0,1,0,0,0,0,0,0,0,102,29,1,2,2,3208.731904068244
5,0,0,2,1,0,1,0,0,0,0,0,0,0,0,12,1,1,1,3.920127483216323
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,1,28.49329907872846
0,0,0,2,2,0,1,1,0,0,0,0,0,0,23,1,1,1,1,0.9811432052535878
4,0,0,0,1,0,0,3,0,0,0,0,0,0,20,1,1,0,1,83.30621300480523
2,1,0,4,5,0,0,1,0,1,0,9,1,0,108,5,1,1,2,683.7835272488279
8,0,0,1,0,0,0,0,0,0,0,0,0,0,52,7,1,1,1,12.934732818224585
5,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,2,0,0,7.435613566193416
8,0,0,2,1,0,1,0,0,0,0,0,0,0,30,8,1,1,1,93.55830082321637
1,0,0,1,0,1,0,0,0,0,0,0,0,0,22,6,1,3,1,47.355112032452155
3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,51.745223516358394
5,0,0,0,0,0,0,0,0,0,0,0,0,0,36,88,2,1,39,3340.3573333197187
2,1,0,4,5,0,0,1,0,1,0,9,1,0,46,7,1,1,2,542.2811428721262
1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,1,46.91559389835332
1,0,0,1,3,0,1,1,0,0,0,0,0,0,39,3,1,1,1,10.161185313578075
1,0,0,3,0,0,0,0,0,0,0,0,0,0,42,4,1,1,1,31.699456489598067
2,0,0,1,3,0,1,1,0,0,0,0,0,0,89,3,1,1,1,23.64582605260141
38,0,1,13,0,3,0,2,0,0,0,0,0,0,581,137,31,2,7,9.122540090969721
3,0,0,1,0,0,1,0,0,0,0,0,0,0,41,2,1,1,1,65.0923648915594
6,0,1,0,6,0,2,0,0,0,0,0,0,0,74,6,9,4,3,465.0857050202523
2,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,2,0,0,17.025957239089177
1,0,0,2,3,0,2,0,0,0,0,0,0,0,45,1,1,2,1,34.926913885032135
5,1,0,0,2,0,0,1,0,0,0,0,1,0,56,15,10,1,2,358.80491660121254
1,0,0,0,2,0,1,1,0,0,0,0,0,0,32,2,1,1,1,39.22199666327585
3,0,2,0,0,0,0,0,0,0,0,0,0,0,24,21,2,0,1,711.3615265171463
3,0,0,2,5,0,0,0,0,1,0,0,1,0,108,25,1,1,2,13.278590584752749
2,0,0,0,6,0,0,0,0,0,0,0,0,0,66,14,0,0,0,16.645707073920825
1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,7,1,1,1,52.243118755061445
7,0,0,2,2,0,1,0,0,0,0,0,0,0,36,5,2,1,1,88.92927106584595
4,0,1,0,0,0,0,0,0,0,0,0,0,0,30,53,0,0,2,304.24695108566107
3,1,0,4,5,0,0,1,0,1,0,9,1,0,89,35,1,1,2,982.3305732729656
4,1,0,4,5,0,0,1,0,1,0,9,1,0,100,45,1,1,2,767.2633261106494
7,0,0,0,0,0,1,1,0,0,0,0,0,0,46,2,1,1,6,105.39218913049433
3,0,1,1,0,1,0,0,0,0,0,0,0,0,27,22,2,5,2,219.00188041429664
0,0,0,0,0,1,0,0,0,0,0,0,0,0,360,28,2,2,2,45.91827862721318
8,0,0,1,1,0,1,0,0,0,0,0,0,0,19,8,1,1,1,58.77495801752222
5,0,35,0,0,4,0,0,0,0,0,0,0,0,56,1,3,3,11,244.71450491282218
1,0,2,0,3,0,0,0,0,0,0,0,0,0,55,3,2,0,6,235.43569542464394
69,0,0,3,0,0,0,0,0,0,0,0,0,0,72,135,0,15,6,431.15347371718747
2,0,0,0,0,0,1,0,0,0,0,0,0,0,54,5,22,1,1,79.99779680242924
16,0,1,0,0,3,0,15,0,0,0,0,0,0,570,103,3,7,3,760.7524550575223
8,0,0,2,3,0,2,0,0,0,0,0,0,0,11,6,1,1,1,15.385128972993108
7,0,0,2,3,0,0,1,0,0,0,0,0,0,26,13,1,1,1,117.1851245803777
2,0,0,1,3,0,0,0,0,0,0,0,0,0,11,8,0,1,1,22.5063462638914
16,1,0,4,5,0,0,1,0,1,0,9,1,0,82,6,1,1,2,20.504090800590966
1,0,0,0,2,0,2,0,0,0,0,0,0,0,19,6,1,1,1,31.155788469297875
5,0,0,1,1,4,0,0,0,0,0,0,0,0,424,2,30,1,4,326.0271123910101
2,0,0,1,3,0,1,1,0,0,0,0,0,0,41,4,1,1,1,19.29915040167926
4,0,0,0,2,0,0,0,0,0,0,0,0,0,6,3,1,1,1,1.7253547252175636
3,0,0,1,0,0,1,0,0,0,0,0,0,0,95,7,3,22,0,53.77749766357704
1,0,0,1,4,0,0,0,0,0,0,0,0,0,300,4,0,0,0,530.331737754728
5,0,0,3,1,0,1,0,0,0,0,0,0,0,11,9,1,1,1,5.837694782926354
6,0,1,2,0,0,0,0,0,0,0,0,0,0,8,3,2,2,0,59.31810218191693
3,0,1,0,0,2,0,0,0,0,1,0,0,0,26,168,3,10,1,314.4619713008654
1,0,0,2,0,0,1,0,0,0,0,0,0,0,92,5,1,1,1,39.50346048587774
4,0,0,0,3,0,0,1,0,0,0,0,0,0,32,0,1,1,1,18.747889786400577
33,0,0,13,0,0,0,0,0,0,0,0,0,0,15,21,0,0,0,187.10128856676928
4,0,0,1,0,0,0,0,0,0,0,0,0,0,43,10,2,1,1,72.85089191517417
0,0,0,2,0,0,0,1,0,0,0,0,0,0,53,13,0,1,1,28.080223618364617
2,0,0,2,3,0,1,0,0,0,0,0,0,0,32,8,33,1,1,17.725831885204375
5,0,0,5,4,0,0,0,0,0,0,0,0,0,177,135,0,1,0,71.38698326729224
6,0,0,1,2,1,0,0,0,0,0,0,0,0,26,47,0,2,3,263.2066005979989
3,0,0,1,1,0,0,0,0,0,0,0,0,0,26,5,1,0,1,70.62452705526098
1,0,0,0,0,0,2,0,0,0,0,0,0,0,28,52,0,2,3,122.1523830000751
2,0,0,2,2,0,1,0,0,0,0,0,0,0,57,0,1,1,1,97.36852790964382
4,0,1,0,0,0,0,0,0,0,0,0,0,0,74,67,0,0,3,341.26281184779805
3,0,0,0,1,0,0,1,0,0,0,0,0,0,9,0,0,0,1,29.585913214507592
3,0,0,1,0,0,1,0,0,0,0,0,0,0,56,5,1,1,1,4.672579096851228
57,0,2,0,19,0,0,0,0,0,0,0,0,0,574,131,2,0,5,800.665172067937
4,0,0,13,0,0,0,0,0,0,0,0,0,0,17,56,1,3,15,17.38491444894193
4,0,2,0,0,3,0,0,0,0,0,3,0,0,224,45,0,2,12,40.82159483889711
28,1,0,4,13,0,0,1,0,1,0,9,1,0,115,30,1,1,2,997.7760456644626
1,0,2,0,19,0,0,0,0,0,0,1,0,0,35,3,9,1,1,518.9617478567868
2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,1,1,1,73.24855330303423
38,0,8,0,0,0,0,2,0,0,0,0,0,0,20,4,2,10,7,94.69475173673582
1,0,1,19,0,0,0,0,0,0,0,0,0,0,37,66,2,2,4,251.65489449924738
9,1,0,4,5,0,0,1,0,1,0,1,1,0,61,29,1,1,2,285.20894594612355
5,1,0,4,5,0,0,1,0,1,0,9,1,0,115,26,1,1,2,495.7416888281341
2,0,0,3,19,0,1,0,0,0,0,0,0,0,3,3,1,0,1,57.25095155933363
2,0,0,0,0,0,0,1,0,0,0,1,0,0,20,1,1,1,0,521.9628634621253
1,0,0,1,2,0,0,0,0,0,0,0,0,0,9,11,1,0,1,0.688967714379416
3,0,0,0,2,0,0,0,0,0,0,1,0,0,43,8,1,2,2,23.543706549062538
7,0,0,2,2,0,1,1,0,0,0,0,0,0,47,11,1,1,1,43.45589374837836
7,0,1,0,1,0,0,0,0,0,0,0,0,0,406,2,2,0,5,698.0887503726794
8,0,0,1,2,0,1,0,0,0,0,0,0,0,54,6,1,1,1,17.162864622246968
1,0,0,0,1,0,0,1,0,0,0,0,0,0,22,10,2,0,1,68.51444266099966
1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,2,33,39.54809213467897
7,0,1,1,1,1,0,0,0,0,1,0,0,0,499,192,4,3,5,255.6518212298128
7,0,0,2,3,0,1,1,0,0,0,0,0,0,30,0,1,1,1,78.68254905856935
