Page,Encrypt,ObjStm,JS,JavaScript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors_gt_224,obj,endobj,stream,endstream,xref,trailer,startxref,filepath,filename,filesize_kb,label
2,0,0,2,3,1,0,1,0,0,0,0,0,0,231,231,37,37,1,1,1,/home/remnux/Desktop/extraction/data/Benign/f673_accessible.pdf,f673_accessible.pdf,220.6669921875,benign
3,0,33,0,0,0,0,2,0,0,0,8,0,0,174,174,167,167,0,0,3,/home/remnux/Desktop/extraction/data/Benign/f1120pm3.pdf,f1120pm3.pdf,154.8427734375,benign
1,0,5,0,0,0,0,1,1,0,0,0,0,0,33,33,30,30,0,0,2,/home/remnux/Desktop/extraction/data/Benign/classtivity.pdf,classtivity.pdf,143.8212890625,benign
1,0,0,0,0,0,0,1,0,0,0,0,0,0,29,29,17,17,2,2,2,/home/remnux/Desktop/extraction/data/Benign/blueplanet.pdf,blueplanet.pdf,77.080078125,benign
1,0,0,0,0,0,0,1,0,0,0,0,0,0,87,87,17,17,2,2,2,/home/remnux/Desktop/extraction/data/Benign/capital_univ.pdf,capital_univ.pdf,110.8759765625,benign
37,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,42,42,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rc2005atg2irsgovrepublished1_2008.pdf,rc2005atg2irsgovrepublished1_2008.pdf,102.458984375,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/chatxmag.pdf,chatxmag.pdf,66.6123046875,benign
4,0,0,0,0,0,0,0,0,0,0,0,0,0,179,179,24,24,5,5,5,/home/remnux/Desktop/extraction/data/Benign/n2006_96.pdf,n2006_96.pdf,103.2900390625,benign
5,0,0,0,0,0,0,1,4,0,0,0,0,0,93,93,69,69,2,2,2,/home/remnux/Desktop/extraction/data/Benign/acbj.pdf,acbj.pdf,153.1201171875,benign
6,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,10,10,2,2,2,/home/remnux/Desktop/extraction/data/Benign/115iverson_sony.pdf,115iverson_sony.pdf,27.7744140625,benign
2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,10,10,2,2,2,/home/remnux/Desktop/extraction/data/Benign/63fr59235.pdf,63fr59235.pdf,19.435546875,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/brvetel.pdf,brvetel.pdf,60.455078125,benign
14,0,0,0,0,0,1,0,0,0,0,0,0,0,417,417,28,28,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rp-02-67.pdf,rp-02-67.pdf,202.7587890625,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/admtesay.pdf,admtesay.pdf,68.6416015625,benign
2,0,12,0,0,0,0,2,0,0,0,0,0,0,177,177,171,171,0,0,3,/home/remnux/Desktop/extraction/data/Benign/fss4_accessible.pdf,fss4_accessible.pdf,304.1259765625,benign
7,0,5,0,0,0,0,0,0,0,0,0,0,0,48,48,19,19,2,2,2,/home/remnux/Desktop/extraction/data/Benign/soi-dps-pia.pdf,soi-dps-pia.pdf,48.58984375,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,6,6,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-03-17.pdf,n-03-17.pdf,43.822265625,benign
2,0,15,0,0,0,0,2,0,0,0,8,0,0,54,54,48,48,0,0,3,/home/remnux/Desktop/extraction/data/Benign/fw4s12_accessible.pdf,fw4s12_accessible.pdf,87.9384765625,benign
9,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,11,11,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rr-07-37.pdf,rr-07-37.pdf,20.3896484375,benign
1,0,0,0,0,0,1,0,0,0,0,0,0,0,38,38,5,5,2,2,2,/home/remnux/Desktop/extraction/data/Benign/a-02-34.pdf,a-02-34.pdf,30.3583984375,benign
5,0,0,0,0,0,1,0,0,0,0,0,0,0,149,149,17,17,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-02-51.pdf,n-02-51.pdf,91.837890625,benign
4,0,3,0,0,0,0,1,0,0,0,0,0,0,62,62,32,32,2,2,2,/home/remnux/Desktop/extraction/data/Benign/cp959_spanish.pdf,cp959_spanish.pdf,57.2978515625,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/canynbbd.pdf,canynbbd.pdf,77.2490234375,benign
8,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,8,8,1,1,1,/home/remnux/Desktop/extraction/data/Benign/rp96-15.pdf,rp96-15.pdf,20.0673828125,benign
1,0,0,0,0,0,0,1,0,0,0,0,0,0,34,34,22,22,2,2,2,/home/remnux/Desktop/extraction/data/Benign/condiscover.pdf,condiscover.pdf,90.197265625,benign
20,0,0,0,0,0,0,0,0,0,0,0,0,0,536,536,34,34,2,2,2,/home/remnux/Desktop/extraction/data/Benign/irb12-07.pdf,irb12-07.pdf,363.8369140625,benign
2,1,0,0,0,0,0,0,0,0,0,0,0,0,97,97,20,20,2,2,2,/home/remnux/Desktop/extraction/data/Benign/295.pdf,295.pdf,83.4306640625,benign
23,0,0,0,0,0,0,0,0,0,0,0,0,0,372,372,45,45,2,2,2,/home/remnux/Desktop/extraction/data/Benign/i1120pm3.pdf,i1120pm3.pdf,269.01171875,benign
2,0,18,0,0,0,0,2,0,0,0,8,0,0,143,143,137,137,0,0,3,/home/remnux/Desktop/extraction/data/Benign/f1120nd_accessible.pdf,f1120nd_accessible.pdf,127.2666015625,benign
5,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,8,8,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-06-89.pdf,n-06-89.pdf,23.513671875,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/Clay_Ellis.pdf,Clay_Ellis.pdf,108.9697265625,benign
5,2,0,0,0,0,1,0,0,0,0,0,0,0,74,74,23,23,2,2,2,/home/remnux/Desktop/extraction/data/Benign/68fr35008.pdf,68fr35008.pdf,63.72265625,benign
2,1,0,0,0,0,0,1,0,0,0,0,0,0,129,129,58,58,2,2,2,/home/remnux/Desktop/extraction/data/Benign/DS-0064.pdf,DS-0064.pdf,114.6591796875,benign
2,0,20,0,0,0,0,2,0,0,0,10,0,0,102,102,96,96,0,0,3,/home/remnux/Desktop/extraction/data/Benign/f1040sf_accessible.pdf,f1040sf_accessible.pdf,123.8037109375,benign
3,0,0,0,0,0,1,0,0,0,0,0,0,0,43,43,12,12,2,2,2,/home/remnux/Desktop/extraction/data/Benign/128mitelman.pdf,128mitelman.pdf,27.166015625,benign
1,0,8,0,0,0,0,2,0,0,0,10,0,0,67,67,62,62,0,0,3,/home/remnux/Desktop/extraction/data/Benign/f1042t_accessible.pdf,f1042t_accessible.pdf,65.1923828125,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,3,2,2,2,/home/remnux/Desktop/extraction/data/Benign/cobropub.pdf,cobropub.pdf,31.3330078125,benign
1,2,1,0,0,2,0,1,0,0,0,0,0,0,38,38,5,5,2,2,2,/home/remnux/Desktop/extraction/data/Benign/consent_to_disclose_tax_information.pdf,consent_to_disclose_tax_information.pdf,15.5615234375,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/chrispub.pdf,chrispub.pdf,84.4638671875,benign
5,0,38,0,0,0,0,2,0,0,0,0,0,0,100,100,91,91,0,0,5,/home/remnux/Desktop/extraction/data/Benign/f2220.pdf,f2220.pdf,147.875,benign
5,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,7,7,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rr-2010-25.pdf,rr-2010-25.pdf,13.2236328125,benign
19,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,22,22,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-11-66.pdf,n-11-66.pdf,42.783203125,benign
11,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,16,16,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rp-07-62.pdf,rp-07-62.pdf,90.9853515625,benign
3,0,10,0,0,0,0,1,0,0,0,0,0,0,57,57,52,52,0,0,2,/home/remnux/Desktop/extraction/data/Benign/f1120fsp_accessible.pdf,f1120fsp_accessible.pdf,65.51953125,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/appleinc.pdf,appleinc.pdf,86.8125,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,6,6,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-03-74.pdf,n-03-74.pdf,44.078125,benign
7,0,0,0,0,0,1,0,0,0,0,0,0,0,137,137,13,13,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-2005-11.pdf,n-2005-11.pdf,66.3662109375,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,13,13,2,2,2,/home/remnux/Desktop/extraction/data/Benign/PrivacyActWaiverForm.pdf,PrivacyActWaiverForm.pdf,29.27734375,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,3,2,2,2,/home/remnux/Desktop/extraction/data/Benign/capbrdbd.pdf,capbrdbd.pdf,31.9755859375,benign
13,0,32,0,0,0,0,0,0,0,0,0,0,0,86,86,49,49,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rp-09-24.pdf,rp-09-24.pdf,147.03125,benign
4,0,2,0,0,0,0,0,0,0,0,0,0,0,24,24,9,9,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rr-06-24.pdf,rr-06-24.pdf,18.1962890625,benign
5,0,9,0,0,0,0,0,0,0,0,0,0,0,210,210,154,154,2,2,2,/home/remnux/Desktop/extraction/data/Benign/cp11_chinese.pdf,cp11_chinese.pdf,293.3935546875,benign
0,0,18,0,0,0,0,1,0,0,0,0,0,0,86,86,68,68,0,0,2,/home/remnux/Desktop/extraction/data/Benign/f1099div_11.pdf,f1099div_11.pdf,68.8798828125,benign
2,0,0,0,0,0,0,1,0,0,0,0,0,0,164,164,136,136,2,2,2,/home/remnux/Desktop/extraction/data/Benign/Spanish_CNAstatement.pdf,Spanish_CNAstatement.pdf,208.6552734375,benign
4,0,16,0,0,0,0,0,0,0,0,0,0,0,54,54,25,25,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-08-69.pdf,n-08-69.pdf,85.474609375,benign
7,0,1,0,0,0,0,0,0,0,0,0,0,0,31,31,11,11,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rp-11-37.pdf,rp-11-37.pdf,16.9580078125,benign
3,0,0,0,0,0,0,2,0,0,0,0,0,0,81,81,34,34,3,3,3,/home/remnux/Desktop/extraction/data/Benign/f13691es.pdf,f13691es.pdf,95.412109375,benign
2,0,8,0,0,0,0,1,1,0,0,0,0,0,41,41,37,37,0,0,2,/home/remnux/Desktop/extraction/data/Benign/clorox_professional.pdf,clorox_professional.pdf,140.0771484375,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,3,2,2,2,/home/remnux/Desktop/extraction/data/Benign/artcare.pdf,artcare.pdf,29.8505859375,benign
2,0,2,0,0,0,0,0,0,0,0,0,0,0,54,54,27,27,2,2,2,/home/remnux/Desktop/extraction/data/Benign/cp31_korean.pdf,cp31_korean.pdf,131.8779296875,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/advanstar.pdf,advanstar.pdf,56.3525390625,benign
1,0,1,0,0,0,0,0,0,0,0,0,0,0,40,40,12,12,2,2,2,/home/remnux/Desktop/extraction/data/Benign/effective_with_the_2013_enrollment_examination2.pdf,effective_with_the_2013_enrollment_examination2.pdf,71.189453125,benign
16,0,4,0,0,0,0,0,0,0,0,0,0,0,67,67,49,49,0,0,2,/home/remnux/Desktop/extraction/data/Benign/92chap12.pdf,92chap12.pdf,129.39453125,benign
1,0,0,0,0,0,1,0,0,0,0,0,0,0,29,29,10,10,2,2,2,/home/remnux/Desktop/extraction/data/Benign/055.pdf,055.pdf,11.2236328125,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,3,2,2,2,/home/remnux/Desktop/extraction/data/Benign/actoledo.pdf,actoledo.pdf,25.2734375,benign
1,0,2,0,0,0,0,1,0,0,0,0,0,0,48,48,22,22,2,2,2,/home/remnux/Desktop/extraction/data/Benign/cp32a_english.pdf,cp32a_english.pdf,30.61328125,benign
6,0,18,0,0,0,0,2,0,0,0,8,0,0,112,112,102,102,0,0,3,/home/remnux/Desktop/extraction/data/Benign/f8300sp_accessible.pdf,f8300sp_accessible.pdf,160.1318359375,benign
4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,9,9,2,2,2,/home/remnux/Desktop/extraction/data/Benign/almostor.pdf,almostor.pdf,108.73046875,benign
1,0,9,0,0,0,0,2,0,0,0,9,0,0,44,44,39,39,0,0,3,/home/remnux/Desktop/extraction/data/Benign/f14335.pdf,f14335.pdf,287.580078125,benign
6,0,0,0,0,0,1,0,0,0,0,0,0,0,2501,2501,13,13,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-04-34.pdf,n-04-34.pdf,317.85546875,benign
2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,4,1,1,1,/home/remnux/Desktop/extraction/data/Benign/bbandbyi.pdf,bbandbyi.pdf,102.2373046875,benign
10,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,13,13,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-10-50.pdf,n-10-50.pdf,36.75,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,4,4,2,2,2,/home/remnux/Desktop/extraction/data/Benign/atlantbd.pdf,atlantbd.pdf,83.1376953125,benign
1,0,5,0,0,0,0,0,0,0,0,0,0,0,15,15,12,12,0,0,2,/home/remnux/Desktop/extraction/data/Benign/Adam_Leibel.pdf,Adam_Leibel.pdf,11.2412109375,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/betarecd.pdf,betarecd.pdf,71.841796875,benign
6,0,0,0,0,0,0,3,0,0,0,0,0,0,327,327,135,135,3,3,3,/home/remnux/Desktop/extraction/data/Benign/f8621a.pdf,f8621a.pdf,393.609375,benign
4,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,18,18,2,2,2,/home/remnux/Desktop/extraction/data/Benign/i8621a.pdf,i8621a.pdf,36.7744140625,benign
7,0,0,0,0,0,1,0,0,0,0,0,0,0,60,60,16,16,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-01-42.pdf,n-01-42.pdf,36.1025390625,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/chronim.pdf,chronim.pdf,90.6435546875,benign
1,0,0,0,0,0,0,1,0,0,0,0,0,0,29,29,17,17,2,2,2,/home/remnux/Desktop/extraction/data/Benign/adgarden.pdf,adgarden.pdf,72.79296875,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/cognichk.pdf,cognichk.pdf,58.1826171875,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/cnsldtco.pdf,cnsldtco.pdf,81.2275390625,benign
6,0,1,0,0,0,0,0,0,0,0,0,0,0,50,50,10,10,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-12-05.pdf,n-12-05.pdf,25.1591796875,benign
1,0,1,0,0,0,0,0,0,0,0,0,0,0,29,29,10,10,2,2,2,/home/remnux/Desktop/extraction/data/Benign/dual_nationality.pdf,dual_nationality.pdf,138.3193359375,benign
11,0,2,0,0,0,0,0,0,0,0,0,0,0,46,46,16,16,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rp-09-45.pdf,rp-09-45.pdf,35.275390625,benign
3,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,8,8,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rp-03-23.pdf,rp-03-23.pdf,45.8037109375,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,4,2,2,2,/home/remnux/Desktop/extraction/data/Benign/conmeded.pdf,conmeded.pdf,75.08984375,benign
6,0,0,0,0,0,0,0,0,0,0,0,0,0,451,451,59,59,3,3,3,/home/remnux/Desktop/extraction/data/Benign/fw3.pdf,fw3.pdf,104.7197265625,benign
4,0,24,0,0,0,0,3,0,0,0,12,0,0,123,123,114,114,0,0,4,/home/remnux/Desktop/extraction/data/Benign/f944x_accessible.pdf,f944x_accessible.pdf,147.4482421875,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,3,2,2,2,/home/remnux/Desktop/extraction/data/Benign/bentnrea.pdf,bentnrea.pdf,36.7373046875,benign
48,0,0,0,0,0,1,0,0,0,0,0,0,0,239,239,50,50,2,2,2,/home/remnux/Desktop/extraction/data/Benign/a-01-32.pdf,a-01-32.pdf,168.1142578125,benign
10,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,20,19,1,1,1,/home/remnux/Desktop/extraction/data/Benign/adler.pdf,adler.pdf,262.8525390625,benign
1,0,0,0,0,0,0,1,0,0,0,0,0,0,23,23,11,11,2,2,2,/home/remnux/Desktop/extraction/data/Benign/bigliveinc.pdf,bigliveinc.pdf,66.1533203125,benign
3,0,0,0,0,0,1,0,0,0,0,0,0,0,96,96,9,9,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rp-04-30.pdf,rp-04-30.pdf,61.6845703125,benign
3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,5,5,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-06-64.pdf,n-06-64.pdf,10.3798828125,benign
2,1,0,6,6,10,0,1,0,0,0,0,0,0,86,86,11,11,2,2,2,/home/remnux/Desktop/extraction/data/Benign/DS-0158.pdf,DS-0158.pdf,125.5302734375,benign
2,0,0,0,0,0,0,1,0,0,0,0,0,0,42,42,14,14,2,2,2,/home/remnux/Desktop/extraction/data/Benign/Italian_CNAstatement.pdf,Italian_CNAstatement.pdf,168.287109375,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/charrose.pdf,charrose.pdf,76.4912109375,benign
5,0,16,0,0,0,0,4,0,0,0,0,0,0,88,88,75,75,0,0,6,/home/remnux/Desktop/extraction/data/Benign/fw9sp.pdf,fw9sp.pdf,118.8818359375,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/berk.pdf,berk.pdf,75.34375,benign
4,0,33,0,0,0,0,2,0,0,0,8,0,0,165,165,157,157,0,0,3,/home/remnux/Desktop/extraction/data/Benign/f1040c.pdf,f1040c.pdf,183.1962890625,benign
3,0,13,0,0,0,0,1,0,0,0,0,0,0,48,48,43,43,0,0,2,/home/remnux/Desktop/extraction/data/Benign/hhs568.pdf,hhs568.pdf,46.171875,benign
8,0,41,0,0,0,0,2,0,0,0,0,0,0,462,462,447,447,0,0,7,/home/remnux/Desktop/extraction/data/Benign/f2290sp_10.pdf,f2290sp_10.pdf,346.18359375,benign
14,0,0,0,0,0,1,0,0,0,0,0,0,0,298,298,18,18,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rp-02-33.pdf,rp-02-33.pdf,83.4853515625,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,1,1,1,1,/home/remnux/Desktop/extraction/data/Benign/purepdf_pdfptablecolumnwidths.pdf,purepdf_pdfptablecolumnwidths.pdf,1.294921875,benign
0,0,23,0,0,0,0,1,0,0,0,0,0,0,128,128,107,107,0,0,1,/home/remnux/Desktop/extraction/data/Benign/fw2as_11.pdf,fw2as_11.pdf,89.9853515625,benign
7,0,0,0,0,0,0,0,0,0,0,0,0,0,417,417,15,15,2,2,2,/home/remnux/Desktop/extraction/data/Benign/meds-pia.pdf,meds-pia.pdf,67.83203125,benign
2,0,13,0,0,0,0,2,0,0,0,10,0,0,55,55,49,49,0,0,3,/home/remnux/Desktop/extraction/data/Benign/f8815_accessible.pdf,f8815_accessible.pdf,91.36328125,benign
6,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,6,6,1,1,1,/home/remnux/Desktop/extraction/data/Benign/rp98-14.pdf,rp98-14.pdf,15.578125,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/coheso.pdf,coheso.pdf,72.9814453125,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,3,2,2,2,/home/remnux/Desktop/extraction/data/Benign/coblentz.pdf,coblentz.pdf,28.1650390625,benign
3,0,16,0,0,0,0,2,0,0,0,10,0,0,56,56,49,49,0,0,3,/home/remnux/Desktop/extraction/data/Benign/f8820_accessible.pdf,f8820_accessible.pdf,76.837890625,benign
2,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,17,17,2,2,2,/home/remnux/Desktop/extraction/data/Benign/litc_nrp_2-3-03.pdf,litc_nrp_2-3-03.pdf,132.7138671875,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/abousinc.pdf,abousinc.pdf,85.01171875,benign
9,0,9,0,0,0,0,0,0,0,0,0,0,0,59,59,26,26,2,2,2,/home/remnux/Desktop/extraction/data/Benign/trdb-pia.pdf,trdb-pia.pdf,72.6962890625,benign
6,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,9,9,2,2,2,/home/remnux/Desktop/extraction/data/Benign/133.pdf,133.pdf,17.615234375,benign
5,0,7,0,0,0,0,2,2,0,0,0,0,0,222,222,57,57,8,8,5,/home/remnux/Desktop/extraction/data/Benign/f8914.pdf,f8914.pdf,143.2978515625,benign
18,0,0,0,0,0,0,0,0,0,0,0,0,0,309,309,40,40,2,2,2,/home/remnux/Desktop/extraction/data/Benign/i1120ss3.pdf,i1120ss3.pdf,234.66015625,benign
30,0,2,0,0,0,0,0,0,0,0,0,0,0,75,75,23,23,4,4,3,/home/remnux/Desktop/extraction/data/Benign/rp-11-25.pdf,rp-11-25.pdf,51.126953125,benign
10,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,12,12,2,2,2,/home/remnux/Desktop/extraction/data/Benign/109selzer_bcis.pdf,109selzer_bcis.pdf,28.4462890625,benign
3,0,2,0,0,0,0,1,0,0,0,0,0,0,75,75,37,37,2,2,2,/home/remnux/Desktop/extraction/data/Benign/cp71_english.pdf,cp71_english.pdf,63.7236328125,benign
1,0,5,0,0,0,0,1,1,0,0,0,0,0,36,36,33,33,0,0,2,/home/remnux/Desktop/extraction/data/Benign/central_nm_college.pdf,central_nm_college.pdf,169.423828125,benign
7,0,7,0,0,0,0,0,0,0,0,0,0,0,57,57,25,25,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rspcc-pia.pdf,rspcc-pia.pdf,95.4677734375,benign
14,0,0,0,0,0,0,0,0,0,0,0,0,0,305,305,37,37,2,2,2,/home/remnux/Desktop/extraction/data/Benign/i944xsp.pdf,i944xsp.pdf,243.8857421875,benign
8,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,14,14,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-12-18.pdf,n-12-18.pdf,27.3896484375,benign
2,0,0,0,0,0,1,0,0,0,0,0,0,0,171,171,19,19,2,2,2,/home/remnux/Desktop/extraction/data/Benign/ir-02-99.pdf,ir-02-99.pdf,128.3388671875,benign
1,0,2,0,0,0,0,1,0,0,0,0,0,0,52,52,28,28,2,2,2,/home/remnux/Desktop/extraction/data/Benign/cp88_english.pdf,cp88_english.pdf,32.404296875,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/bisdesa.pdf,bisdesa.pdf,76.2685546875,benign
33,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,35,35,2,2,2,/home/remnux/Desktop/extraction/data/Benign/112metalitz.pdf,112metalitz.pdf,81.4150390625,benign
3,0,0,0,0,0,0,0,0,0,0,1,0,0,27,27,6,6,2,2,2,/home/remnux/Desktop/extraction/data/Benign/n-11-31.pdf,n-11-31.pdf,23.8037109375,benign
1,0,0,0,0,0,0,1,0,0,0,0,0,0,150,150,25,25,2,2,2,/home/remnux/Desktop/extraction/data/Benign/convention_visitors.pdf,convention_visitors.pdf,224.8447265625,benign
1,1,0,4,4,3,0,1,0,0,0,0,0,0,92,92,41,41,2,2,2,/home/remnux/Desktop/extraction/data/Benign/request_ep.pdf,request_ep.pdf,72.4638671875,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,4,4,2,2,2,/home/remnux/Desktop/extraction/data/Benign/ccviiipg.pdf,ccviiipg.pdf,16.71875,benign
3,0,16,0,0,0,0,2,0,0,0,0,0,0,60,60,53,53,0,0,4,/home/remnux/Desktop/extraction/data/Benign/f8928.pdf,f8928.pdf,147.6484375,benign
3,0,0,0,0,0,1,0,0,0,0,0,0,0,36,36,11,11,2,2,2,/home/remnux/Desktop/extraction/data/Benign/qiattachchile.pdf,qiattachchile.pdf,13.828125,benign
35,0,0,0,0,0,0,1,0,0,0,0,0,0,406,406,55,55,2,2,2,/home/remnux/Desktop/extraction/data/Benign/irb05-39.pdf,irb05-39.pdf,377.625,benign
22,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,34,34,2,2,2,/home/remnux/Desktop/extraction/data/Benign/ntatestimonysfc_tax_return_preparation_process040406.pdf,ntatestimonysfc_tax_return_preparation_process040406.pdf,185.2470703125,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,30,30,2,2,2,/home/remnux/Desktop/extraction/data/Benign/10esnonresestatsnap.pdf,10esnonresestatsnap.pdf,221.6865234375,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,4,4,2,2,2,/home/remnux/Desktop/extraction/data/Benign/cathclve.pdf,cathclve.pdf,22.5986328125,benign
3,0,0,0,0,0,0,0,3,0,0,0,0,0,109,109,22,22,2,2,2,/home/remnux/Desktop/extraction/data/Benign/2011_ovdi_field_directive_memo_signed.pdf,2011_ovdi_field_directive_memo_signed.pdf,138.5908203125,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,3,2,2,2,/home/remnux/Desktop/extraction/data/Benign/cigna.pdf,cigna.pdf,25.337890625,benign
22,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,29,29,2,2,2,/home/remnux/Desktop/extraction/data/Benign/rp-04-9.pdf,rp-04-9.pdf,115.1474609375,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,1,/home/remnux/Desktop/extraction/data/Benign/columbul.pdf,columbul.pdf,73.26171875,benign
1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,3,2,2,2,/home/remnux/Desktop/extraction/data/Benign/cobra1_di.pdf,cobra1_di.pdf,23.71484375,benign
5,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,16,16,2,2,2,/home/remnux/Desktop/extraction/data/Benign/65fr6946.pdf,65fr6946.pdf,136.630859375,benign
